ID	mz	rt	Control	17_WT_D	32_WT_ND	14_WT_ND	3_AN2_ND	36_AN2_D	33_AN2_ND	2_WT_ND	35_WT_D	27_AN2_ND	26_WT_ND	18_AN2_D	6_AN2_D	24_AN2_D	15_AN2_ND	8_WT_ND	5_WT_D
1	124.0872169	2.489616368	287452288.00	306784032.00	264042288.00	299539488.00	345965728.00	341522336.00	336484000.00	359311808.00	334873184.00	359095936.00	365899008.00	362154464.00	317629056.00	320158880.00	322061408.00	366410400.00	339992064.00
2	111.0205223	10.37816262	679612928.00	573152320.00	484546464.00	580585536.00	662634752.00	482183040.00	457789856.00	574906880.00	527071712.00	525809344.00	463615840.00	568899456.00	651271488.00	547093312.00	618715840.00	577623488.00	638443584.00
3	110.0204599	10.62359241	438162848.00	432075360.00	303278240.00	414261888.00	447528288.00	282500384.00	280412832.00	406297472.00	354615872.00	344343104.00	316291936.00	415701792.00	434795552.00	355501728.00	417349632.00	445076800.00	403287904.00
4	102.0342219	10.42147182	340027968.00	318878944.00	355172416.00	373036416.00	354100960.00	340246432.00	333176352.00	318385184.00	337522528.00	359599072.00	341168672.00	322473760.00	344770400.00	363860896.00	322442464.00	333456864.00	351497696.00
5	154.9902465	10.64223559	344251808.00	284951776.00	203950080.00	266732352.00	318628544.00	187060080.00	186904768.00	272207584.00	232173536.00	230515792.00	205287520.00	283989216.00	314155072.00	231004336.00	289477568.00	302788160.00	277478400.00
6	112.0180032	10.37907282	270588160.00	230003536.00	191457952.00	237887872.00	260526720.00	191880016.00	182675632.00	225219408.00	210721120.00	212008384.00	186957504.00	226779920.00	259479024.00	217229600.00	242060752.00	231166976.00	252846080.00
7	98.51249067	10.63488294	253095728.00	216573872.00	157418144.00	207391936.00	240048016.00	145012576.00	143301040.00	208491664.00	186208208.00	187178384.00	168165760.00	212387136.00	249848864.00	186779840.00	223502336.00	231441648.00	215774000.00
8	139.9878681	10.37884521	200963840.00	147561184.00	125721592.00	140008704.00	191252000.00	121409848.00	118352176.00	154942832.00	131786064.00	142834784.00	125196912.00	148299632.00	192714816.00	142045568.00	161996784.00	150173808.00	178237840.00
9	338.3419786	8.422228347	560368000.00	207112000.00	150367120.00	180136400.00	273262272.00	337849984.00	294568256.00	292667232.00	178338256.00	242214048.00	315654880.00	189080576.00	369004544.00	401289472.00	418583776.00	326884608.00	409229376.00
10	131.5335191	10.37087109	102553312.00	115656560.00	86642000.00	109576048.00	118981920.00	85711496.00	86795200.00	109826824.00	93679136.00	93935192.00	88376784.00	109079984.00	108628744.00	96115632.00	110943920.00	109257368.00	112750056.00
11	182.9852869	10.64083882	129197784.00	113639160.00	77651064.00	111185416.00	129229672.00	70051464.00	68812744.00	108468096.00	91870584.00	91381360.00	81165528.00	113695512.00	122665200.00	91560752.00	112751968.00	121438312.00	108826752.00
12	90.52636348	10.42560829	91475912.00	78798640.00	86472560.00	88850544.00	89965168.00	86794440.00	84671600.00	78346800.00	85912944.00	89692664.00	89996296.00	76778968.00	91159424.00	96840432.00	83339776.00	79584016.00	95595224.00
13	113.9638902	10.64727741	114879872.00	87542032.00	63448588.00	79435872.00	100623504.00	55880908.00	57152096.00	83889264.00	72936640.00	70642448.00	65140584.00	85841480.00	106474720.00	72733560.00	90618728.00	93672520.00	87644632.00
14	81.52112411	10.42466565	79689568.00	70344432.00	77908000.00	80398456.00	80381616.00	75113024.00	71656784.00	71211672.00	73304064.00	81560008.00	76936280.00	72756088.00	83731872.00	80347824.00	73021088.00	76473328.00	87360960.00
15	99.51265492	10.37952832	81587512.00	56729800.00	52512952.00	56866280.00	69793592.00	52649648.00	48966008.00	59648496.00	58218972.00	59254324.00	51337272.00	57420920.00	75110240.00	62219600.00	67575616.00	57950380.00	70153160.00
16	89.5072422	10.62358012	93263640.00	81477120.00	53871436.00	76533056.00	91681784.00	50174836.00	49843112.00	83520544.00	66397912.00	64080316.00	57818716.00	84161544.00	92472392.00	62913572.00	86601856.00	90779728.00	82288320.00
17	141.9833343	10.37793353	75838504.00	54511260.00	47803128.00	52834416.00	71019392.00	46819820.00	43222100.00	57234112.00	49932592.00	53684124.00	48568920.00	55495064.00	71731216.00	53064884.00	61879740.00	56564000.00	66018040.00
18	167.0128423	10.42374947	58677092.00	44160248.00	52860148.00	54210648.00	60056556.00	49342944.00	45190764.00	44609288.00	50567700.00	54719548.00	51823648.00	47074640.00	57070936.00	57967968.00	49498984.00	48918692.00	61524716.00
19	184.9856188	10.37816238	64192896.00	46818316.00	40552208.00	48454380.00	63752796.00	41903460.00	38226268.00	50313912.00	47002336.00	47330740.00	41529080.00	54221368.00	63467568.00	46167840.00	53694360.00	51868488.00	61035000.00
20	417.2985068	7.52470285	58988692.00	37740924.00	39089808.00	38692116.00	55437308.00	35320376.00	36420064.00	42237120.00	32097082.00	36399604.00	35586004.00	39568496.00	47169736.00	38431212.00	35197384.00	37067884.00	37607580.00
21	90.50738413	10.37907329	57255256.00	48980808.00	38140028.00	47571568.00	56046196.00	37185948.00	36357936.00	50512524.00	44058496.00	44184536.00	37041396.00	46615608.00	55934200.00	43288484.00	53780292.00	48414572.00	55583612.00
22	158.961403	10.72238179	54903460.00	47799636.00	43187724.00	45874936.00	53710588.00	39646852.00	39395752.00	49776128.00	46702776.00	46995812.00	41475836.00	49532780.00	51938972.00	45532340.00	50342224.00	49485864.00	50614964.00
23	156.9906776	10.38704506	57803912.00	45299344.00	38345848.00	47324072.00	54218980.00	37417296.00	38172584.00	45866240.00	38981620.00	42333792.00	37674084.00	44963792.00	54185004.00	43484456.00	48479108.00	46783140.00	51056212.00
24	102.0918552	0.460519253	37897216.00	20157986.00	651836.88	746897.50	19696246.00	74660744.00	22459968.00	36092424.00	41103956.00	34546368.00	56583720.00	19745532.00	44704392.00	54605552.00	54309324.00	45664552.00	42538736.00
25	122.5472205	10.42260676	47385592.00	56077356.00	54537960.00	61362684.00	52112692.00	54022532.00	51733612.00	52023840.00	51592484.00	52943780.00	53330096.00	51794752.00	48501288.00	57305776.00	52311736.00	54594468.00	52934376.00
26	461.3248789	7.522620841	44775816.00	32611732.00	36593504.00	34620516.00	46095548.00	33985448.00	33658652.00	35932284.00	32507402.00	33754836.00	32489602.00	35672432.00	38123328.00	34929392.00	29902658.00	32545836.00	32457720.00
27	102.1280929	10.19128144	20189980.00	15083578.00	14157306.00	20014836.00	18082950.00	7592452.50	9799262.00	14214803.00	13303233.00	14857951.00	10099826.00	15533604.00	16819794.00	13897111.00	14930818.00	14288647.00	11551233.00
28	199.9877176	10.71688347	46994520.00	45508084.00	40326344.00	44974492.00	49109096.00	38387416.00	37432336.00	48316016.00	42617644.00	43535912.00	38973048.00	47474868.00	46419672.00	40513632.00	47314488.00	45967472.00	45640264.00
29	169.977408	10.68896506	52239232.00	42662560.00	36758828.00	40186016.00	48799892.00	33419402.00	33640448.00	46181164.00	38896016.00	39209820.00	36609612.00	44232152.00	49784500.00	38561484.00	45995688.00	43872052.00	44970800.00
30	132.531186	10.36950491	41741184.00	45594380.00	34810276.00	44811696.00	44302868.00	33880052.00	33078574.00	40715468.00	37975072.00	37190508.00	32819300.00	43912056.00	44457636.00	38267640.00	45557796.00	43828620.00	43276392.00
31	172.9564344	10.55819944	40399036.00	31006756.00	25474692.00	26837680.00	41917720.00	23693890.00	23281570.00	31436608.00	27415176.00	29486290.00	26986176.00	32256124.00	42852628.00	31632064.00	36431344.00	32890012.00	42306832.00
32	139.01789	10.43200994	42018872.00	36868248.00	37490128.00	41777944.00	42974492.00	35524836.00	36188752.00	35405792.00	35543384.00	39271972.00	37386336.00	37982968.00	41603760.00	40761528.00	37758740.00	38171216.00	40669976.00
33	343.1483691	6.750690289	0.00	32450.26	0.00	0.00	0.00	103429.02	0.00	0.00	35022.69	14044.82	0.00	68681.34	81948.66	110272.55	56602.22	64031.15	13726.99
34	113.0168054	10.37907288	40348352.00	34282780.00	28287946.00	33457804.00	39975200.00	29283064.00	26647792.00	32641216.00	30255890.00	30810268.00	28036012.00	32847466.00	40371468.00	31840694.00	36398156.00	31972078.00	38080876.00
35	207.0176122	10.37702212	43303368.00	31647760.00	26797282.00	29611916.00	42851084.00	25856292.00	23331264.00	33934232.00	27722222.00	30864942.00	26624372.00	31585372.00	41464348.00	30999230.00	34760124.00	33101116.00	36639416.00
36	456.3695032	7.524004929	38487888.00	38135808.00	43118720.00	42574684.00	42243896.00	43492868.00	42591352.00	41742964.00	46528540.00	43765260.00	41696012.00	37916892.00	39202020.00	42852992.00	34654536.00	36530696.00	35709856.00
37	142.0976677	2.487474891	16602074.00	15180524.00	13318861.00	15876566.00	16780302.00	16674201.00	14552416.00	18146804.00	14267545.00	15209392.00	16080687.00	14236055.00	13101907.00	11032386.00	10836626.00	13606218.00	11572042.00
38	171.9930324	10.75106465	35938788.00	31784470.00	27526464.00	30306028.00	37625684.00	25077654.00	24668552.00	33279322.00	30693582.00	29770464.00	27768610.00	32072118.00	36724856.00	29642586.00	31371624.00	31864580.00	33783900.00
39	136.0394296	0.210455607	73056.00	110204.85	103594.98	95077.53	73066.98	109033.80	108452.77	93287.05	112366.47	108701.77	109694.54	86087.71	72681.63	87504.16	87507.38	94568.87	97817.30
40	100.5103834	10.37975829	29409320.00	22132318.00	21749232.00	22670576.00	26589062.00	20115932.00	19187970.00	23793458.00	20966488.00	22931610.00	19631380.00	22487792.00	28898332.00	24345712.00	25207944.00	24289476.00	27716684.00
41	181.0144534	10.374289	33647324.00	28618480.00	21313734.00	27390004.00	34394056.00	22569880.00	20593758.00	29680304.00	24363282.00	25085992.00	22116056.00	28133232.00	34165744.00	25738304.00	29686184.00	28861112.00	32154702.00
42	321.1675088	6.764272158	0.00	48166.51	0.00	0.00	0.00	152470.22	11030.05	16816.70	107183.81	11866.85	0.00	81215.56	70213.42	110680.82	62707.23	88189.72	45897.68
43	500.3958449	7.521697059	21855700.00	21176692.00	24442542.00	22748856.00	23969556.00	26110710.00	25365626.00	22278372.00	26609110.00	24185818.00	23922346.00	21301374.00	20779450.00	24438582.00	19410932.00	19754050.00	19067896.00
44	505.3512003	7.521928685	21884044.00	18843876.00	21557306.00	19466854.00	23934372.00	20326590.00	20247706.00	19808262.00	19502032.00	20349880.00	19097758.00	19753700.00	19681848.00	19970350.00	17237892.00	17968256.00	18389858.00
45	125.9863373	10.42694897	21081020.00	14926529.00	17935680.00	17083942.00	20467132.00	18899632.00	16408486.00	14368604.00	16526988.00	19811040.00	18999432.00	15481813.00	20578958.00	20018010.00	17364308.00	16005343.00	20943778.00
46	186.9810165	10.37634109	25157232.00	19248798.00	15654659.00	18442736.00	24627152.00	16047495.00	14208680.00	19631972.00	17913164.00	18917342.00	16641743.00	20498156.00	24390822.00	17671176.00	20520066.00	19790960.00	23877720.00
47	109.0229211	10.62267641	27903166.00	28175768.00	19260328.00	26562030.00	29462830.00	18320896.00	18027292.00	28144836.00	23037702.00	22034674.00	20731770.00	26480126.00	27361812.00	22302854.00	26987654.00	28946976.00	25519244.00
48	141.9586725	10.65000776	28495356.00	22706660.00	16220547.00	22153958.00	26793324.00	14405996.00	14304532.00	22732514.00	19097126.00	19003422.00	17198156.00	23375862.00	28013540.00	19139812.00	23789844.00	25984670.00	23322898.00
49	412.3431733	7.525164559	30815752.00	39386440.00	41300396.00	41348916.00	37618912.00	42483576.00	42392964.00	43227576.00	46497504.00	42609768.00	41676808.00	38749596.00	38642536.00	42867252.00	37782444.00	38423692.00	37909532.00
50	97.99189161	10.43611447	21286658.00	18108842.00	19073486.00	18707088.00	21998510.00	19099798.00	17815892.00	18682314.00	18398644.00	19682062.00	18702938.00	18457984.00	20772020.00	20691944.00	19684816.00	18213194.00	19974010.00
51	223.9884848	10.49967668	22960198.00	19802612.00	17714698.00	20233966.00	23014058.00	15219904.00	15444098.00	20521634.00	18812712.00	17732904.00	16408827.00	19526542.00	22376194.00	17653558.00	19278868.00	19031722.00	21041030.00
52	91.50506109	10.37884591	22200706.00	19199146.00	14896203.00	19748050.00	21603796.00	15318323.00	14549196.00	18136906.00	15618740.00	16811324.00	14884482.00	19209636.00	21565218.00	17590606.00	19286920.00	18443180.00	20634096.00
53	158.9860443	10.38932147	20524134.00	17025220.00	14514673.00	17790990.00	20612516.00	13961343.00	14134333.00	17051778.00	15311384.00	16042492.00	14170309.00	16600988.00	20544896.00	17227104.00	18654718.00	17265002.00	19486890.00
54	327.158004	6.727591565	7769.20	8952.06	0.00	14650.70	0.00	14980.79	11886.24	12231.54	0.00	11386.18	8967.20	0.00	0.00	14614.25	13984.90	32157.87	37469.81
55	109.5220999	10.39592929	19792012.00	15025443.00	14544419.00	16699446.00	19034110.00	13828872.00	14020894.00	15130184.00	15160382.00	15341714.00	13932179.00	14734925.00	18571952.00	15758080.00	14558223.00	14579931.00	17205362.00
56	226.9514766	10.27419229	14404401.00	2512343.25	4950090.00	4161748.25	11780588.00	3118390.25	3403834.00	2590615.75	2348042.25	5790825.00	3904779.25	2557324.75	11732972.00	5173338.00	6399361.50	4017523.25	9020666.00
57	341.2673944	6.871063979	135910.23	200087.09	160401.05	144414.38	171927.55	798213.56	180511.69	201360.63	358219.84	243199.20	393970.75	257828.94	391729.28	471994.69	494410.53	536264.25	192553.92
58	349.2493858	4.579204955	0.00	0.00	0.00	0.00	0.00	13169.91	0.00	9791.44	0.00	0.00	0.00	0.00	0.00	80054.74	0.00	55557.01	94136.03
59	140.1183124	0.46828893	1339960.38	785252.19	704089.19	1123074.50	1045689.75	1147243.75	1540865.13	1093603.38	1090724.25	974574.13	1389699.88	865755.13	1015036.19	781813.81	1117786.63	1021788.75	777177.38
60	484.4008488	7.524477656	13732172.00	12206207.00	13619953.00	14032359.00	13527923.00	10889669.00	11064205.00	10222945.00	10531156.00	11944305.00	10668404.00	11631029.00	10796067.00	12484712.00	9623536.00	10731022.00	8108423.00
61	152.9950229	10.64289509	20501106.00	18292908.00	13338077.00	16838040.00	20279888.00	11655810.00	11651403.00	17505902.00	15066730.00	14528070.00	13188144.00	17852210.00	19947982.00	14224219.00	17988454.00	19092610.00	18385320.00
63	186.9563614	10.69858038	16279368.00	14828434.00	12940796.00	15906171.00	17070200.00	12525496.00	12210530.00	16916122.00	14317853.00	15576941.00	12749387.00	16337962.00	15365749.00	15492080.00	15765938.00	16061088.00	16161004.00
64	213.9829597	10.55705459	14714423.00	11867552.00	9855449.00	11433389.00	14973045.00	8795962.00	8564926.00	12495739.00	10601967.00	10887665.00	10252097.00	12453738.00	16272681.00	12403184.00	13400261.00	12665071.00	16326657.00
65	97.51492871	10.63440162	16600177.00	14175953.00	10928909.00	13557152.00	16221995.00	9465846.00	9761393.00	13709129.00	12273912.00	11892420.00	10987015.00	13974377.00	16064032.00	12504668.00	14885317.00	15023345.00	15088987.00
66	94.04555186	10.37201062	11634400.00	12994595.00	20604088.00	17655480.00	12309327.00	14172408.00	23999962.00	11618869.00	15252527.00	17408286.00	13250747.00	13311505.00	11671440.00	15971245.00	13451396.00	13468094.00	16510402.00
67	130.0977116	0.420065459	5470583.50	647459.88	1005385.94	838613.38	577066.94	825892.63	818514.75	757361.63	634231.31	579506.06	893098.50	603831.56	1112035.38	827491.75	668222.94	495163.09	855679.75
69	209.0129987	10.37520226	15893892.00	11288855.00	9775951.00	10668058.00	15496373.00	8725656.00	8938603.00	12372366.00	9848847.00	10343453.00	9182427.00	12707183.00	15580926.00	11196038.00	13250107.00	11876557.00	13426774.00
70	528.427186	7.523089171	8128331.00	6088997.50	7505919.50	7609234.00	7364777.00	6783090.00	6269795.50	5361313.00	5893574.50	6505701.00	6142698.50	6127938.00	5467416.00	7237896.50	5168140.50	6013291.00	4664794.50
71	174.9534311	10.55980462	10997200.00	8050946.00	6992788.50	8022270.50	11961186.00	6964699.00	6742552.50	9123778.00	7875634.00	8320298.00	7658661.50	9089213.00	12338218.00	9141703.00	10210342.00	9311859.00	11987766.00
72	138.9953802	10.63811382	15922008.00	12564586.00	8292529.50	11913322.00	14909367.00	7640677.00	7460637.50	12108619.00	9543658.00	10207972.00	9134408.00	12257327.00	14584288.00	10264684.00	12846156.00	12729775.00	12247633.00
73	145.035272	10.65804679	9616643.00	9273796.00	10126481.00	9628776.00	9098975.00	9089260.00	9160496.00	8559540.00	9297153.00	9853200.00	9564574.00	8521021.00	9565052.00	9327227.00	8550077.00	8384140.50	8747017.00
74	183.0099146	10.37565671	13312644.00	11172007.00	8114858.00	10603469.00	13305439.00	7856067.50	7792321.00	11504997.00	8875491.00	9383724.00	8481753.00	10845476.00	12711232.00	10069182.00	11158100.00	10865123.00	12077085.00
75	439.3427995	7.523311965	11979757.00	10516797.00	11603075.00	10629437.00	12016011.00	11553394.00	11294194.00	11377088.00	12713549.00	10806850.00	10717048.00	10562935.00	10458932.00	10889749.00	9236462.00	10054233.00	9542824.00
76	141.9587842	0.334604055	19401846.00	21600722.00	13479545.00	22970512.00	19672422.00	12136283.00	7186645.00	17862922.00	11731131.00	11676543.00	10565897.00	18012618.00	15465898.00	8085494.00	13408808.00	12542418.00	12934945.00
77	196.0169047	10.63555856	15186849.00	15573521.00	9403771.00	14181681.00	15747833.00	8813841.00	8325191.00	14920394.00	10730296.00	10498273.00	9819559.00	15365530.00	14421636.00	11179530.00	14218778.00	15733948.00	14591879.00
78	205.0172261	10.52974568	11696497.00	10726665.00	7774516.00	9978583.00	12585553.00	7265401.00	7587044.00	10922005.00	9048591.00	9113962.00	8439048.00	10740976.00	11984119.00	9819956.00	11399836.00	12161250.00	11852629.00
79	149.0235244	6.709379859	1711979.63	1736898.88	2135501.50	1790376.38	1705333.75	3110015.00	2019698.63	2506803.75	2345379.00	2412454.75	3292659.50	2550402.75	2490667.25	3707087.50	2836302.75	3882632.75	4361612.00
80	544.4222349	7.518932053	8604297.00	7842078.50	9746254.00	9218786.00	9015106.00	10283777.00	9539200.00	8184184.50	10226445.00	9594281.00	10207270.00	7683993.00	8502925.00	10392992.00	8092881.50	7493165.00	6993000.50
81	114.0166569	10.37725359	10972004.00	9805134.00	7433993.00	8640945.00	11130649.00	7531937.00	7936318.00	8966245.00	8090601.00	8892333.00	7629407.00	9058035.00	10825249.00	8441576.00	10309210.00	9312193.00	9847800.00
82	293.1543231	6.682361026	0.00	0.00	0.00	8975.52	0.00	9117.54	14570.52	0.00	9442.17	0.00	11342.59	14102.83	12008.61	12391.62	14993.03	15816.41	41015.10
83	327.2523958	6.828319424	100099.25	375237.25	198178.61	257817.72	368716.28	756085.63	532678.31	618124.94	548367.94	421882.06	466991.44	485996.41	530682.63	536018.38	1446890.63	1171043.75	405323.06
84	440.3744951	7.526796412	12188737.00	13760856.00	14714662.00	15728167.00	13918285.00	11838771.00	12976595.00	12818197.00	11612594.00	13930122.00	11828551.00	14468149.00	11931095.00	14164051.00	11332151.00	12509485.00	9536845.00
85	104.030595	10.42353556	8020368.50	8134365.00	9247301.00	9405487.00	8468524.00	8375631.00	8077419.00	7994426.00	8608794.00	8803745.00	8485877.00	7710437.00	9139737.00	8711642.00	8409727.00	8332516.00	8675822.00
86	100.1125639	10.20240112	9834404.00	7365430.50	8733705.00	8341920.00	9192136.00	7061446.50	7987191.50	7253049.50	7144525.50	7818101.00	7562483.50	7558443.00	9364979.00	7932526.00	7696430.00	7099681.00	7268052.00
87	219.0391509	0.413041287	3291505.25	0.00	56467.41	11726.66	0.00	0.00	9583.78	0.00	0.00	0.00	0.00	24612.29	0.00	0.00	0.00	0.00	0.00
88	355.2477292	6.811633497	16727.25	128241.17	59160.11	207696.67	256361.02	140738.53	456664.56	146304.17	145632.42	151251.69	1071417.63	113783.80	60895.01	87373.34	843746.00	276068.88	44435.13
90	165.9829981	10.71141906	10442776.00	8456798.00	6964510.50	8130563.00	10147993.00	6411334.50	6138236.50	9432382.00	7539121.00	7104325.50	6756109.00	8967222.00	10425086.00	7846079.50	9161758.00	9000003.00	9314110.00
91	385.2936118	6.888449535	120999.55	210510.81	126574.09	130647.25	158055.28	638612.88	156830.73	250584.89	333966.09	237781.97	403069.81	255420.17	361586.25	401572.00	495110.78	560275.25	187525.64
93	98.01404874	10.39411206	8584877.00	5838574.00	6129569.00	6269806.50	7444770.50	5588686.00	5665516.50	6036331.00	6112336.00	6339158.00	5813793.00	5516342.50	8177161.00	6771147.00	6580417.50	5940954.50	7711184.50
94	549.3775653	7.518927509	6300874.50	5317379.00	6654245.00	5848472.00	6869833.00	6689848.50	6033405.50	6008472.00	6087904.50	5761968.00	6507272.00	6019504.00	6229909.00	6734453.50	5668080.50	5583324.00	5617186.00
95	331.2257323	6.936327024	59933.50	90814.88	60330.61	88021.76	106783.00	101014.07	85274.41	111491.94	58848.82	102205.38	98333.70	83417.30	106252.72	91707.00	92738.40	87766.14	380289.72
96	277.1918553	6.528519309	0.00	50303.32	52421.00	0.00	45480.13	62086.80	0.00	0.00	0.00	0.00	247394.19	0.00	0.00	0.00	0.00	0.00	0.00
97	328.3215244	7.738246406	1783905.13	22109556.00	6729973.00	23324940.00	20179410.00	91484872.00	24316646.00	11884050.00	13605493.00	63219544.00	51135584.00	42231948.00	26447118.00	90563312.00	84995168.00	89393992.00	77103104.00
98	399.2735948	6.812015354	13033.05	0.00	0.00	0.00	27372.70	32861.68	0.00	15277.98	30678.01	0.00	92479.44	0.00	37008.87	80357.80	0.00	0.00	64625.72
99	172.1156268	6.841178609	0.00	0.00	0.00	0.00	0.00	34339.78	0.00	0.00	33657.35	0.00	8995.35	8670.93	0.00	18041.96	9719.03	11862.20	0.00
100	279.1597236	6.704435606	1214683.75	1326381.13	1209856.25	1409104.50	1341007.25	2451565.00	1513014.25	2152658.25	1785961.63	1868345.63	2560250.50	2378203.25	1412987.13	2711104.25	2503246.50	3075256.50	4216739.00
101	300.2903373	7.150637812	1692430.13	20557748.00	6247592.00	20842080.00	18063744.00	89026824.00	24707662.00	12415262.00	16955048.00	63623828.00	49266888.00	41612684.00	25369074.00	88711200.00	89029488.00	86031624.00	86115000.00
102	141.9588164	11.48200215	6201284.50	7186213.00	7624575.00	6510790.50	6516757.00	5751859.00	5525880.00	6704822.50	6211637.00	6376213.50	6303695.50	6603979.50	6589479.00	5737550.00	6476528.00	6390556.50	5882155.00
103	226.0120764	10.37292356	7727157.00	6589903.00	4676484.00	6370266.50	8271479.50	4879463.00	4534170.50	6611770.00	6061310.00	5854451.50	4679413.50	6919176.50	7566441.00	5453382.50	7050143.50	6601578.50	7766969.00
104	173.0302099	10.62611829	6038334.50	6158884.00	6832574.00	6485952.50	6265027.00	6086785.50	5933566.50	5653927.50	6083658.50	6445592.00	6237795.50	5986145.50	5919277.00	6314671.50	5719093.00	5717510.50	5838245.00
105	375.2516696	6.954344259	241123.30	1016957.13	592802.56	783699.75	992879.25	392400.38	935758.25	1868412.75	1100891.50	492903.22	619837.56	718165.81	1660661.50	409000.97	1068226.75	862487.00	370486.75
106	130.1593023	6.773894224	52742.25	64380.69	56948.80	49732.73	53175.52	91175.09	57622.86	60913.66	57468.41	61865.35	81949.82	59209.99	51484.16	68761.77	63995.45	63489.00	63878.84
108	395.3164238	7.524470988	8100749.50	8508074.00	8348808.50	8597804.00	8860559.00	8386840.50	8697866.00	8736678.00	9084816.00	7821082.00	8547840.00	7781189.50	8189347.00	8703804.00	7547743.50	7894233.50	7880692.00
110	215.2120605	4.219144906	532248.56	407680.97	273739.59	302540.03	441777.25	931119.81	509330.38	485244.31	594451.81	537631.31	755818.06	454730.94	569073.75	748178.81	766047.94	679609.81	1062133.75
112	125.0841459	2.488156768	2692346.75	3291724.00	2799805.75	3042018.00	3392840.50	3472400.00	3834607.00	3708434.50	3505763.50	3858130.75	3776222.75	4069259.75	3200125.75	3495443.25	3334563.50	3965266.00	3462409.50
113	130.5217137	10.6454665	6489108.00	7012429.50	5168480.00	6817130.50	7621422.00	4873582.00	4487997.50	6840313.50	5815786.00	5308320.00	5056578.50	6808345.50	6498241.50	5303056.00	6858336.50	7077896.00	6610502.00
114	227.9829277	10.69242512	7156527.50	7033558.50	6181885.50	7426441.00	7931679.50	5688544.50	5743264.50	8135587.50	6688741.00	6896266.00	6055028.00	7819352.00	6947818.50	7496922.00	7741910.00	7503487.50	7494920.50
115	180.989854	10.64543812	7632970.50	6720572.50	4525358.00	6835508.50	7778497.50	4150302.75	4085457.50	6832800.50	5102868.00	5597761.00	4982492.50	7045793.50	7383567.50	5455895.00	6753042.50	7031009.00	6968279.00
117	130.159276	2.665108032	22826130.00	13113296.00	10269695.00	9776645.00	13329785.00	15217249.00	14567982.00	17822942.00	12115905.00	22600448.00	30285596.00	28949444.00	16126582.00	22671190.00	24210046.00	38903732.00	29593888.00
118	305.1730427	6.74118787	0.00	0.00	0.00	13531.28	12878.61	0.00	0.00	15579.25	0.00	10578.11	11395.59	8405.96	20257.12	11353.96	9160.42	12787.84	17274.83
119	311.1769559	6.291388519	0.00	65764.52	38067.78	46028.04	18437.71	387703.88	44763.92	74742.74	98559.72	75729.21	119263.12	86599.69	155363.63	142868.25	191995.44	208605.48	39452.36
120	337.1768187	5.963670918	16147.83	139555.16	39943.36	79147.93	188978.52	19506.44	303824.50	126722.46	182302.52	130169.30	136195.11	188189.83	114414.91	128149.82	253119.05	96814.59	83146.61
122	315.1957351	6.541679562	52300.87	45045.90	50090.50	56652.73	52061.13	168864.80	151082.52	86465.55	224252.91	80558.52	189209.88	306626.78	67294.42	159210.98	117228.92	122204.29	469880.72
123	195.9936198	10.68049556	6070348.50	5896027.50	4833672.00	5387289.50	6096615.00	4013360.50	4053868.75	6682409.00	4889758.00	4755545.00	4353189.50	5549718.00	5882684.50	5121868.00	5793157.50	5291887.50	5647982.50
124	133.5299561	10.37064041	6450221.50	6779350.50	5341460.50	6188708.50	6752399.00	4646684.00	4574848.50	6287913.00	5266182.00	5885632.50	4717330.00	6047524.00	6926999.50	5198786.50	6020976.00	5937753.00	6194498.00
125	99.53149526	10.42720521	5666213.50	4254424.00	4258995.50	4691934.50	4988609.00	4816307.00	4080443.75	5424571.00	5027051.00	4475620.00	4906312.50	4841460.00	5739513.00	5620602.00	5430219.50	4575740.50	6359335.50
126	250.1777987	8.430500724	15749579.00	317486.97	472087.41	471542.63	1854709.13	631303.69	796507.25	584118.88	384695.97	587461.44	723595.00	320332.09	809273.31	730320.75	1068672.75	344788.03	520366.88
129	102.5328406	10.42056062	4632419.00	4126405.75	5477954.00	5456538.50	4979136.50	4354277.00	4581312.00	4487676.00	4425565.00	4799973.50	4621934.50	4778701.50	5332304.00	4507801.00	4496363.00	5094145.00	4718481.00
130	315.1949677	6.139164929	187438.70	599715.63	402792.97	1206509.75	642511.25	342669.38	2135792.25	886627.44	1496492.63	1145952.88	1477332.25	825731.56	784589.00	314823.56	2182881.00	1194424.00	1127895.25
132	217.0385562	0.375616392	2226984.00	522376.50	199413.16	191240.55	47096.95	4232.01	25249.65	122197.64	4680.83	43125.05	129251.30	47894.36	32230.59	6977.22	4156.72	11572.05	3704.33
134	127.0392418	11.43929688	37623.45	2630999.75	8976082.00	2511879.00	1246986.50	761003.88	734225.69	1172628.25	1420411.00	1205479.13	765716.00	1409388.38	626673.00	1302655.25	1200464.38	2005390.13	2193119.50
135	373.2719314	7.534690215	6184032.50	4209544.50	3647236.00	3838413.00	5680918.00	2957847.25	3477703.75	4412000.00	2873884.50	3383021.75	3240194.00	3957874.75	4456911.50	3164620.50	4129305.75	3759587.25	3883001.25
136	702.2145195	8.566615409	3439810.25	1356813.38	1253045.13	886470.94	2286842.00	1437989.63	1688271.88	846222.31	1008884.19	1011291.63	1029243.38	1096842.38	1610395.38	1080261.88	1020011.44	1657043.75	880673.81
137	413.2666599	8.44207215	3088915.25	451132.47	579286.75	594252.25	1602929.75	1369131.13	557303.88	1025441.13	800581.00	656646.69	885183.75	2844892.50	1034543.06	1875970.88	2241116.75	1335426.00	1511247.00
