variable	mz	rt
2929	165.0404278	0.463846251
2931	685.1869731	5.732990211
2934	315.0883891	3.725686458
2939	886.5015535	8.961162356
2941	709.2309192	5.298519625
2942	897.2250304	4.793137411
2947	329.0886219	2.25555564
2948	455.1936848	4.092463121
2951	537.994343	0.415848208
2952	435.1520456	2.226983304
2954	905.3053605	5.188381
2958	878.651847	8.314098817
2959	960.6107612	8.252193626
2960	476.2794616	6.886696393
2961	743.2368149	4.760209552
2963	501.3965004	10.05476405
2965	671.2947718	3.97955025
2968	789.223014	2.85232641
2970	347.0992971	0.754538668
2973	134.0250713	2.736057388
2976	313.2391615	5.693309488
2978	129.019617	2.922223191
2980	379.1563264	6.843652806
2983	245.0934808	3.319877748
2984	523.1262315	4.550372065
2985	312.0734186	0.732964864
2987	371.1160219	4.464181162
2989	187.0878804	2.454431994
2992	548.1639511	2.627342039
2994	474.1263516	3.271863506
2995	351.1304211	2.957809672
2996	916.7122319	9.6964319
2997	804.1819655	0.428485416
2998	424.1963225	0.730524414
2999	735.2396289	5.482484248
3001	555.1656968	3.409741256
3006	295.0400705	4.053070445
3009	554.1302921	2.618895394
3011	845.5488483	10.21876022
3012	388.0898737	2.697019205
3013	549.2852263	6.105545027
3014	921.8019756	5.643704528
3016	212.0565906	2.455631314
3018	287.0569085	0.730472595
3019	357.120112	2.704255715
3020	743.2172107	2.778017837
3023	679.2204528	5.678467413
3025	298.7523123	0.375695101
3026	491.1939919	3.410866545
3029	777.2785693	4.542685609
3030	307.1405721	3.117370121
3031	515.1744496	0.480433513
3038	883.2301201	4.810937317
3039	840.4959106	8.951403279
3040	795.2297677	4.995590425
3042	313.0727381	3.8091796
3043	653.1686771	4.93469067
3045	956.668003	8.260918506
3046	576.3640695	6.07971315
3047	343.1042198	2.579482777
3051	257.987416	0.489343832
3055	373.1878646	3.644153354
3056	205.0508754	3.101494171
3057	523.1625803	4.616054132
3061	432.1158401	2.36781483
3063	553.1733155	4.574106255
3072	335.1408661	4.512549461
3075	712.6481688	8.545335165
3077	597.2203787	3.197288453
3078	380.0574225	2.242829233
3079	503.3968725	8.018240542
3084	569.1894396	3.021539233
3086	695.215313	5.648294156
3087	609.2210211	3.856495914
3088	250.0911	2.314385083
3089	643.2263714	2.792672945
3090	471.1842678	0.493030648
3091	135.0301908	0.487038328
3093	387.1098903	4.004405623
3095	377.1826325	3.247646924
3098	449.2571471	5.510546962
3099	924.2444336	4.808899135
3100	539.1572161	4.82192429
3104	632.2129642	3.090769416
3105	299.0781837	0.748133419
3107	573.1766073	3.0401161
3108	408.071417	2.3381909
3109	283.1039866	0.693217508
3110	295.2283088	7.038644003
3111	458.0955252	2.653525711
3113	302.0667953	0.737012427
3116	795.229791	5.35081677
3117	577.3762306	7.832656578
3118	449.2565452	6.399248612
3119	419.0979267	0.742147689
3120	581.2044559	4.87602145
3124	248.0332655	2.934260239
3126	325.2027826	4.769677891
3127	440.0823368	2.355675568
3128	329.0877448	0.753684575
3131	410.0712429	2.239542837
3134	403.1048609	4.062450285
3135	327.2183247	5.310170541
3138	240.0518219	2.43274908
3139	803.566358	8.958273106
3140	371.1145865	4.129373391
3145	243.0625128	0.604320928
3146	342.0836556	2.703415509
3147	448.1109534	3.38094687
3149	953.325851	5.288440145
3151	921.3005453	5.033807778
3152	341.233842	4.95423849
3153	711.2472441	5.698568617
3154	821.5462624	10.255185
3155	327.1092664	2.522635578
3157	629.1117751	6.643511874
3159	451.1049668	3.797808995
3160	279.2333137	10.316849
3161	519.153139	3.033791211
3162	637.1435817	3.429058318
3163	364.0685135	3.327947747
3165	356.0996493	3.233766552
3166	197.0455745	2.844010773
3168	301.0724468	3.582395432
3169	875.294408	5.219668189
3170	385.1152086	3.10547385
3173	380.0850894	2.548101478
3174	445.237554	10.32290158
3176	291.1972657	6.1562237
3180	339.2180031	5.258248231
3181	535.1838911	3.47567855
3183	729.2573325	4.324139817
3188	196.0617441	2.675459674
3190	735.239367	5.77238279
3193	397.0402138	1.936782525
3195	315.0881636	4.291495303
3196	819.5324301	10.22777371
3200	449.1019272	4.404454032
3201	398.1102423	3.061097754
3202	765.216548	4.756752182
3203	454.094527	3.226373784
3204	814.6071488	10.28772111
3206	471.1878936	2.934052238
3209	537.2734749	5.888829893
3210	383.3540566	8.247491905
3211	208.0253024	2.510885117
3214	875.2944428	5.658249633
3215	177.0559066	3.552330226
3216	667.2210308	4.69160815
3217	435.0907396	2.416587128
3218	462.1266899	2.85456436
3219	343.1042206	2.969157376
3220	377.0867055	2.937298713
3221	905.3050043	4.839325905
3222	173.0820918	0.764779479
3223	329.0676595	3.937129614
3225	302.068344	2.55789675
3226	921.8019693	5.880100083
3228	372.0946983	0.75184266
3229	173.045732	0.74462855
3234	527.2452254	5.89452555
3235	271.2283547	6.201711362
3237	571.2908216	10.42214913
3238	227.1293968	3.917181628
3239	595.2909869	10.41902727
3240	495.1290061	2.704678044
3244	419.0972272	0.497649043
3250	327.2910416	7.285039786
3252	403.1643733	7.852205285
3254	701.1900556	4.619529547
3255	860.6493919	10.18426628
3256	301.072526	4.031768063
3257	166.0512265	0.754308193
3262	832.6115435	10.03511626
3263	462.0633749	2.853956828
3264	719.2036822	10.27157195
3266	339.2181151	5.624880175
3268	583.2050478	2.792588242
3273	758.5436643	10.2722212
3275	293.2127456	5.440934619
3279	432.1154432	2.776249236
3280	325.2021024	6.977281232
3281	649.2101157	5.38154451
3286	549.1785661	5.01797646
3289	835.5221411	9.330977297
3292	323.1351511	3.159675914
3296	301.072443	3.30385469
3297	507.2743802	10.40051897
3299	379.0835375	0.76800528
3302	357.120064	2.403985881
3303	407.112	2.67021419
3304	355.1590406	9.968713356
3305	679.2208702	5.359542161
3306	697.2312845	4.766241986
3307	493.3063725	5.517364906
3308	451.1020194	0.781246233
3310	418.0988058	0.754440783
3312	534.1482735	2.407497156
3314	339.2158078	7.279133347
3315	222.0776036	0.843993451
3317	596.1799673	4.7940826
3319	383.1905367	9.989279035
3324	777.2337477	5.190093886
3332	383.1905064	9.655802291
3333	281.0670191	2.967391336
3350	786.5755643	10.25815442
3352	341.1072351	4.436365187
3353	463.2714526	6.83981929
3356	443.193647	2.988443563
3361	301.0739883	2.855187696
3364	327.2183264	7.635196679
3365	521.1791416	0.735353814
3368	221.0571216	2.34410682
3369	357.101589	3.558325393
3371	529.3035693	3.963339842
3374	375.0575986	0.719470196
3377	505.3009248	10.0321279
3380	573.1777457	4.912992317
3383	341.1095431	10.29641834
3384	549.1783947	4.725830255
3385	503.1724388	4.39416995
3389	327.1247842	3.787392168
3393	299.2594696	6.778663885
3399	505.3055769	6.214472595
3401	323.2234562	7.291163673
3402	379.0828736	2.919094155
3403	433.1161375	3.540439245
3405	295.0420757	0.472742112
3408	299.0780257	1.835140976
3410	455.1938321	3.819098159
3414	343.2496897	5.732702379
3417	218.1036123	0.80439909
3422	299.0776972	2.364278716
3426	356.0997984	0.796994918
3427	413.1254775	4.01459715
3429	380.157727	2.312207232
3432	401.1250382	3.84798509
3437	727.2475325	3.276873144
3439	632.2098732	5.231980576
3440	725.226069	5.04084382
3443	597.200176	4.028215848
3445	453.198619	6.484841529
3452	553.1743265	3.537843225
3455	343.1040367	2.317853625
3461	419.1005804	4.015283495
3466	787.576877	10.01587992
3468	339.1666705	3.3004736
3470	597.2050576	2.215100337
3473	443.1938191	3.495676333
3475	342.0839193	0.763795015
3477	777.233753	5.676424882
3482	312.0735068	1.698028885
3483	325.2390922	5.922263579
3485	697.2363393	3.012205569
3496	514.1865903	3.057607428
3499	326.0889826	0.740509699
3505	786.5758175	9.702178467
3506	832.616781	9.745328567
3509	291.1970574	5.241405927
3516	536.1429801	3.946421833
3517	709.2302305	4.822145108
3523	309.1721446	6.391496047
3527	440.0809049	0.733214912
3530	389.0900414	3.72607501
3538	287.0567273	3.516460413
3545	921.3057605	6.709700096
3548	712.6471478	9.72156692
3552	405.1052226	2.367626184
3553	747.2071754	5.563838972
3556	597.2203911	2.92193957
3557	806.219206	9.360816267
3563	517.3064257	10.52501288
3573	695.2153406	5.266934617
3575	289.083614	3.42852249
3586	237.0409455	3.867761984
3589	516.129685	2.612751411
3604	357.1199845	3.153718225
3605	888.6792479	9.764262111
3610	255.8225639	7.607785117
3611	287.0566912	3.175612458
3617	359.0993256	3.613063069
3620	359.0993075	0.773284626
3624	455.1033145	10.29393645
3626	870.6683076	9.705984717
3640	272.9595773	0.341668186
3641	401.1827831	3.283491407
3642	361.0940101	3.730447448
3643	182.9301625	0.398042536
3644	325.1849764	7.911391868
3645	351.0651819	3.725405233
3646	192.9590139	0.390675712
3647	433.2090202	3.170650596
3648	713.2068827	2.780579856
3649	337.0937369	2.851373442
3650	226.966409	0.349544361
3651	378.0841293	3.738428155
3652	265.1448517	4.449020578
3653	285.0777039	3.543787026
3654	305.1300659	4.414503048
3655	333.2077389	4.795484064
3656	321.1252759	3.604388167
3657	274.9569299	0.34507665
3658	184.9274236	0.397827398
3659	207.0512637	0.429237281
3660	148.9499532	0.372583157
3661	427.198684	3.330259352
3663	451.1472616	0.73752281
3664	130.9838815	0.345795518
3665	449.2041915	3.044606483
3666	386.9404402	0.354481819
3667	294.9539538	0.351053439
3668	175.9689374	0.400388445
3670	161.0247976	4.278398228
3671	431.1934708	3.042880582
3672	595.2907382	6.660042287
3673	631.184125	3.757221622
3674	351.0648728	4.265282944
3675	306.9386343	0.315904122
3676	353.0620482	3.725698625
3677	351.1358817	3.724427214
3679	727.2420457	4.712859303
3680	421.1365222	0.729956861
3681	165.9400909	0.383315647
3682	368.1356895	3.197067204
3684	445.237307	7.842374364
3685	150.9471922	0.371754734
3686	447.1885182	3.040558864
3687	283.0618356	3.976249708
3688	262.9300636	0.340207932
3689	430.0999884	2.927446132
3690	383.0762854	3.71354671
3691	216.9374376	0.374440164
3692	335.1352843	2.880831411
3693	138.9212181	0.38619692
3694	193.0508794	3.661698812
3695	155.9113756	0.384521632
3696	244.9643752	0.346039071
3697	288.1609917	5.449495544
3699	423.1806363	3.153997356
3700	289.949761	0.375503283
3701	140.9183022	0.311119452
3703	1118.296814	2.841905659
3704	283.0622207	3.591390092
3705	263.1293141	3.707446577
3706	400.0892699	2.873477544
3707	741.2573779	5.196307629
3708	507.2740623	7.533617883
3709	378.0838618	4.256975033
3710	327.0878312	3.882088984
3711	477.1415662	3.275872755
3713	157.9084415	0.382890059
3714	403.1411908	3.97533683
3715	304.9091326	0.337742704
3716	279.1243678	3.456245854
3717	301.0722326	4.870381579
3718	261.1136578	3.699409928
3719	271.0828247	2.5371826
3720	274.1566432	2.573518371
3721	615.3041772	3.67304272
3722	457.2095623	3.919402788
3723	317.088553	0.722158206
3725	368.0994921	2.436474277
3726	455.1026444	2.874043921
3727	282.1141257	3.710648817
3728	547.1476816	3.40508313
3729	563.1421815	2.965556328
3730	264.9279227	0.34088078
3731	410.071483	2.2484845
3732	331.1042959	2.292902424
3733	218.0461672	3.013112243
3734	206.0461725	2.249061156
3735	133.0145747	0.635193092
3736	249.149852	5.305288163
3737	305.1248484	2.462516173
3739	417.1415214	2.724228514
3740	236.0567719	3.043733738
3741	344.0992689	2.55302322
3744	855.2146625	4.468626536
3745	322.0936217	2.88621326
3747	228.9639366	0.347972
3748	387.1664443	2.834548537
3749	397.1418337	3.709619335
3750	411.2036945	4.183872113
3752	841.219377	4.410713806
3754	251.165641	5.612236372
3757	469.1716635	3.28329392
3758	351.2186992	4.162466765
3759	247.1342744	5.568759322
3761	259.0979588	3.766034304
3762	386.1102166	3.217360263
3763	882.2330744	4.421092829
3765	337.0939096	2.5339692
3766	327.1806341	7.573621447
3767	446.116573	0.726788543
3768	301.0934936	2.623164073
3770	411.2034407	3.93533753
3773	308.9357736	0.34697301
3774	500.1035855	3.2065813
3775	353.0618287	4.257057841
3777	137.0246699	2.393313071
3778	190.0513075	2.965920403
3782	375.1306324	0.751222543
3783	659.3309998	3.921117074
3784	425.1232646	2.234313178
3785	708.2375959	2.838506767
3786	310.0939773	2.48166934
3787	735.1890978	2.782051241
3788	379.2140075	4.723508623
3789	741.2576486	5.684372138
3790	437.159861	3.020967039
3791	319.2284722	6.74923012
3792	443.230066	4.103475036
3793	247.1342005	4.364688121
3794	591.4131273	7.488710147
3795	321.2076194	4.349876826
3796	359.1151124	3.91465167
3797	593.2008275	3.224447753
3798	381.1930992	3.135312148
3799	489.0837917	0.431781634
3800	284.0627618	0.471650106
3801	427.1986879	3.750252938
3802	375.1671279	4.042144573
3804	411.1072129	0.726848267
3806	361.0939738	4.209030809
3807	819.23388	3.22687554
3810	449.2043018	2.766301544
3811	377.1098615	2.242176132
3812	1061.320285	0.465243541
3813	328.1044758	2.482349243
3815	577.1578738	3.194785761
3816	562.1586138	3.865374245
3817	417.21461	3.623222625
3818	279.9207506	0.34604454
3819	466.1155129	4.223714032
3822	383.1206692	0.732269767
3824	301.0936082	0.735739601
3826	1148.307496	2.861971987
3827	497.1889938	2.904572589
3828	567.2096814	3.219661067
3830	364.0685875	4.059848167
3831	507.2740083	7.188098226
3832	381.1464967	4.52903998
3833	505.1735948	3.471060955
3837	180.0304368	2.273524479
3838	685.1753507	2.231801345
3839	712.2063004	5.733043357
3841	439.1755109	3.081137378
3842	130.0512169	0.685065714
3843	813.2043855	4.183715986
3845	299.0929677	4.254956612
3846	566.1536187	3.582493315
3847	247.1341692	4.786414068
3848	485.11354	2.911588033
3850	398.1362009	4.519553184
3851	923.316064	4.772011505
3853	710.195553	2.844645537
3854	345.0835913	0.741353932
3857	468.1372827	0.755524435
3859	685.2008148	3.993200561
3861	611.2002696	3.134894478
3864	563.3815527	6.95898875
3865	371.0995075	2.997682152
3867	368.1252761	4.433078435
3868	307.1922231	4.1018137
3869	479.1170311	3.239758905
3870	395.0451441	3.432224623
3871	536.2319731	3.03330215
3872	384.1210722	3.607668495
3873	581.1893365	3.135138774
3874	305.1764884	3.925942416
3876	537.199392	3.038263206
3877	445.2458689	4.570623333
3879	593.2752302	6.112676981
3880	425.1833928	3.798488964
3882	297.1196704	0.742317323
3883	479.112741	4.499009095
3885	390.1775603	2.795053613
3886	619.2626439	3.379237762
3887	391.0808309	2.816836525
3888	290.1766993	5.578831311
3890	475.3652134	7.525874105
3892	865.2431481	4.532823495
3893	213.9511924	0.394716409
3896	460.1110948	3.268085563
3898	311.7944876	0.382842468
3899	555.2857003	7.37655446
3900	461.1681972	2.682885244
3902	533.131967	3.158665884
3903	751.1831264	2.824641593
3904	365.1410291	6.425826088
3906	317.103575	3.294835255
3907	317.1427857	4.87797161
3909	582.1848338	3.408348194
3911	518.1321877	3.520990919
3913	583.2207588	3.967269136
3914	415.1987962	3.569375187
3915	823.233192	4.10000359
3920	549.199611	3.414151595
3922	327.1807014	7.891131029
3924	322.1301165	3.196380536
3925	358.1152347	2.54202375
3929	1069.352275	5.625703056
3937	238.0725249	3.308348848
3939	362.0655489	2.73368529
3941	681.2421003	3.1707423
3942	315.1089995	2.805988636
3943	445.245734	4.492853004
3944	476.1421176	3.20662175
3947	539.1635741	0.711312118
3948	433.1517369	3.738862968
3949	585.1787592	3.999851293
3950	363.8355853	0.405301578
3954	367.1312392	3.59791464
3955	263.1292297	4.447444781
3958	759.2319421	4.661725196
3959	504.1165177	3.037052867
3962	566.1583282	0.448970474
3964	404.0842406	2.85027304
3965	595.2201995	4.8373016
3966	701.2244604	3.389242774
3969	311.1505777	4.436093961
3970	643.1901398	3.570040828
3972	281.9173253	0.323989819
3973	237.0772567	3.504292544
3975	772.5604306	8.754006421
3976	579.2105454	3.4837029
3978	563.2473661	0.758916516
3980	1081.352302	5.550435722
3981	592.1691215	4.143836474
3984	452.1422891	2.231006217
3985	804.2539305	5.201882875
3988	173.0456355	2.927386153
3991	179.0352806	3.175292297
3992	464.1786877	3.027918967
3993	298.0607114	0.725308309
3994	429.1259333	0.580023092
3995	465.1177742	4.48162126
3997	757.2526489	5.451332352
3999	727.1862441	3.024499792
4002	787.2631742	5.184873542
4004	343.1037565	4.430153195
4005	953.3260592	4.779827642
4006	238.0361109	3.118227924
4007	249.1500474	5.068764833
4008	761.2470172	4.442842271
4010	447.2249334	3.200051372
4012	444.1385788	0.740249481
4013	593.1526984	2.812047333
4017	325.1300817	3.412430358
4018	333.1330275	4.429446548
4019	268.8013891	0.380325236
4020	745.2521922	4.577406913
4021	239.1293688	3.573534856
4022	522.1269753	3.121589356
4023	263.1293423	3.978171923
4024	1102.302437	2.828825182
4029	218.046032	3.304644107
4030	179.0353446	3.671926124
4031	278.9434461	0.330051543
4033	317.2125102	6.988328568
4034	472.2715731	7.300621218
4035	554.1536665	3.489080661
4037	729.2518769	4.767347868
4041	266.0886929	0.42630563
4043	532.1481569	3.87494715
4044	335.1047304	3.545653576
4047	361.0937825	3.446967767
4051	391.1620461	3.0001233
4052	560.180034	3.524283083
4054	207.0664268	2.737926803
4057	278.8569626	0.390156163
4059	349.2029023	3.817896826
4060	471.3702835	7.741935816
4065	553.1946265	2.971899972
4066	466.1944965	3.060920263
4069	681.2789757	4.10350301
4071	506.1315437	4.490971768
4072	893.3053121	5.272489621
4076	268.0467919	3.124546762
4078	533.2370439	0.730686089
4080	267.0877819	3.224804956
4084	403.1049527	3.703762415
4086	263.1292565	6.267162848
4087	619.2634804	3.697938362
4090	693.2062473	3.328435435
4091	351.1670204	3.173675619
4093	493.0042108	0.405829266
4096	357.2292915	3.440470491
4098	430.1001348	2.247446056
4102	338.1252197	2.8137886
4105	562.316861	5.827209862
4108	524.1428538	3.50802131
4109	345.0626292	3.419008295
4113	327.1457336	3.430058906
4116	735.2170495	3.959331493
4117	665.247269	3.370326096
4118	237.077175	3.060419944
4120	697.23129	5.016802711
4122	551.1589422	4.8955663
4123	387.1141564	3.704490382
4125	449.2694948	10.29100504
4126	788.3007697	3.257920187
4127	504.1375908	2.272909722
4132	447.1886011	2.640010483
4133	807.289498	4.48670301
4136	345.1198234	2.43659048
4138	633.1975695	3.216259005
4139	444.1151596	2.782822744
4141	467.229987	4.167359963
4143	539.1787797	3.0039427
4144	631.1845532	4.249741268
4145	513.118562	3.231435471
4146	445.1202178	0.499639556
4147	675.2360515	4.980091538
4148	581.384179	7.457051947
4149	283.1378077	5.895387065
4150	306.1714824	4.535296695
4154	474.1267849	3.702000026
4157	394.0919729	2.548870028
4158	573.2221161	3.077794119
4159	439.0765641	0.512954114
4160	741.2634866	3.388301839
4163	600.1955431	3.038242822
4165	571.2903295	7.17619027
4166	481.1728623	3.257587655
4172	577.194743	3.60199871
4175	561.195547	2.263264247
4177	355.3226703	8.731678518
4181	393.1727744	7.940447097
4183	489.162473	2.779013511
4185	579.2861421	6.895352162
4186	529.3031896	4.231513221
4187	479.1570134	2.787269783
4188	398.1310454	2.84839965
4189	565.2093725	5.304078422
4190	478.2099327	3.08614936
4191	353.1433509	7.451161456
4192	744.638946	9.775647207
4194	404.1210089	2.543802883
4196	1119.388696	4.999691417
4197	495.1866798	3.33563782
4199	173.0820667	2.922515826
4200	345.1198158	0.720606172
4203	585.1758169	3.400350978
4204	375.1304159	2.217448306
4208	460.1110216	2.831461539
4209	383.0763619	4.264796458
4210	392.0766235	3.269632489
4211	893.3051239	4.923943806
4212	757.2521561	5.076335961
4213	387.1100685	3.4845311
4214	503.1724668	4.85360063
4215	373.0952983	3.960247055
4217	506.1319958	3.64105852
4218	384.0947275	2.137309437
4219	207.0665403	3.5458546
4221	347.099267	2.310023922
4222	505.1733263	3.158844158
4224	333.2076762	5.153346373
4225	585.1838069	2.842995383
4229	222.0776023	1.251703628
4230	504.1372123	2.850653378
4231	348.1015557	3.820942495
4232	565.209572	4.887527979
4233	506.1316696	2.622296535
4234	351.1306482	2.4640524
4235	757.2522418	4.783798326
4236	111.0089867	2.542374909
4239	251.1655455	5.17540997
4241	356.0998548	2.241826497
4243	685.1947294	5.382213829
4244	447.2254526	3.542102275
4245	135.0302013	0.70344085
4246	419.0958656	3.287222552
4247	351.1359553	4.400157514
4249	344.0994485	0.732976349
4250	434.1195861	3.53668036
4252	556.1689051	2.505389106
4254	355.322565	7.804883952
4262	271.0828498	0.710996303
4265	218.0462155	3.715765075
4266	457.2093201	4.21161597
4268	618.4792216	8.384344717
4269	685.2009924	2.84470001
4270	236.0568924	3.571924692
4271	404.1444305	4.164951819
4273	261.1134987	4.6964107
4274	439.1758003	2.758763581
4275	536.1873685	2.28185615
4276	404.1208476	3.2137276
4277	347.0995051	1.670182943
4278	744.2176196	3.927029933
4279	414.1316295	3.69530769
4280	401.0892806	3.501935862
4281	643.189451	3.713588909
4282	585.1797685	4.270528474
4283	401.1817642	0.729646031
4284	333.1336549	3.960653881
4285	398.1325615	0.733986839
4286	161.0247753	4.9046618
4287	206.0461851	2.600824672
4288	236.0568173	3.36691435
4291	728.2471025	3.359926237
4292	1069.352494	5.31320595
4294	289.0836331	3.010187729
4295	672.1810229	2.293646291
4296	312.0729225	2.837944319
4298	503.1784116	2.904203583
4299	249.1499407	4.574083974
4301	727.247232	3.02780115
4302	479.121111	3.57898165
4303	466.1945727	2.731313018
4305	317.0883848	2.212735333
4306	743.2183378	3.196609926
4308	269.0460163	5.548229203
4309	593.2044574	4.946294783
4311	476.279499	6.978489059
4313	681.2365537	5.168811233
4316	351.2188172	3.957895605
4318	613.2154433	2.893785279
4320	481.1729015	2.3790778
4326	391.161908	3.742003525
4328	279.1241208	6.245546574
4333	759.2313036	4.976665475
4334	345.0838428	1.840625244
4335	336.1461138	3.400460695
4337	357.0996004	6.454354988
4338	593.2045804	5.292199085
4339	467.2298214	4.743204682
4341	795.2314484	4.689266976
4342	390.118952	2.572732194
4345	681.2784805	3.5821028
4346	317.212667	6.114983418
4348	777.2791287	4.892445637
4349	357.1204859	0.758347447
4351	721.2011037	3.493685513
4353	367.1305918	4.53487623
4354	549.2001506	3.8041055
4355	860.6418402	8.884474184
4356	378.0607108	2.651208717
4357	333.2077256	7.415136111
4358	449.1107059	2.465687328
4359	312.0731854	2.21031544
4360	419.1019557	3.724255245
4362	681.2423219	3.375732036
4365	317.0886626	1.493982591
4366	255.8226933	0.826856417
4367	377.1101688	1.77325683
4370	457.2095026	3.432726041
4371	394.0733197	3.257758288
4373	259.0979539	4.642991677
4374	804.2535377	5.69234771
4375	465.1032115	7.619018848
4378	251.1655769	7.295438541
4379	417.1397137	6.045353589
4380	615.3046686	3.448019014
4381	389.1251647	2.920237971
4385	333.1380811	3.333164235
4387	495.1872328	3.80249798
4388	370.0939899	3.733811055
4390	285.0772947	4.51987542
4394	210.0411116	0.743572405
4395	421.136859	1.424254783
4400	381.1930599	3.656027882
4403	573.1761821	2.770227283
4405	562.1582718	4.17088848
4406	375.1283219	5.7687489
4407	557.1605588	4.3274609
4410	745.1968016	2.377015488
4412	379.2118326	5.538428368
4413	364.0685191	4.963058661
4419	595.1695978	3.51218515
4423	349.2026882	4.650115512
4425	299.0931929	3.893493843
4429	787.2689394	3.077740542
4430	326.088983	2.162831121
4432	251.165563	6.48402565
4434	653.166607	3.988281233
4436	693.2062012	3.670875
4437	226.9663993	10.3574665
4438	433.1515953	4.469404485
4440	313.1662088	4.85403673
4441	583.2204014	3.550516668
4442	443.2298349	4.680318665
4443	479.1208893	2.936285939
4445	557.1601793	4.701023078
4448	537.1476714	2.227654311
4450	381.0861742	6.388934983
4454	329.0885019	3.189334359
4458	757.257945	3.071894127
4459	467.2298051	3.756778595
4462	444.1157261	3.26971381
4463	502.1778043	3.413530858
4465	301.0936655	1.767501487
4470	549.179077	10.37326606
4472	380.059924	0.76218647
4474	711.2470995	5.210602532
4477	222.0775578	3.92207465
4478	317.2130238	5.436568365
4486	745.2567246	2.902968714
4492	469.1726242	2.793613917
4497	309.2079513	4.0711661
4500	551.1584617	4.039168075
4502	573.128443	10.59231975
4513	465.103374	8.114243829
4516	238.0359865	2.919175775
4519	820.2466552	5.456644347
4520	383.0720523	5.228382759
4521	774.2436846	5.7101978
4524	377.1436082	5.587688511
4526	381.1466381	3.522080011
4527	924.2518284	4.312615706
4529	857.2129643	7.276335435
4531	787.2629871	4.6044632
4534	445.1225075	2.267911886
4540	807.2885389	4.858305256
4541	539.1638519	2.10179185
4546	465.1172431	2.411593794
4547	429.1949283	4.76774475
4549	237.0771774	3.806886569
4550	359.1144109	5.286144215
4552	431.1008201	3.949417633
4555	378.0821088	2.439951629
4556	715.2060533	5.298197488
4557	301.0719234	0.864597761
4559	379.2133292	3.765150661
4561	549.1956037	7.602707676
4562	425.1254905	4.5439246
4565	431.0995966	3.28720581
4566	566.1522928	2.974235324
4568	685.2314674	3.420529115
4569	380.057563	2.679130393
4575	489.1638596	5.04817735
4577	414.1279759	0.749452735
4581	297.1174465	5.491962232
4583	745.2521595	5.258880023
4586	433.2059237	2.237497056
4587	481.1727581	3.742136145
4588	592.1700634	3.804388239
4589	355.1575669	5.907316141
4593	595.220085	5.236662689
4594	377.1099552	0.850868519
4595	533.1831095	4.3509939
4596	373.1878541	3.425593616
4597	449.2047537	3.646119543
4603	643.190272	2.728639584
4606	729.2023064	3.283178116
4609	474.1264991	2.274409933
4613	401.0896798	4.035235662
4614	269.0459616	3.767411972
4618	832.6136981	10.15268315
4620	451.1475368	1.281825022
4621	336.1439915	5.582054595
4623	701.2256715	4.997690252
4633	667.2237099	3.19363637
4634	759.2138462	5.655051922
4635	767.1782964	2.359559405
4636	415.1989399	3.22184633
4637	298.0608797	1.557109087
4639	379.1589319	4.818292223
4643	585.1805039	4.7024386
4645	340.123847	2.371281972
4646	469.1732867	3.83525833
4651	775.2115287	3.816648325
4653	643.1869269	4.70333129
4658	701.2251557	4.420481893
4663	555.1683768	3.991337444
4665	731.2072883	4.137989288
4669	659.3308274	3.350187838
4671	743.2204752	5.671048169
4673	319.2284075	5.570472412
4680	293.2128344	7.391747327
4707	697.2367871	3.280457314
4711	846.1790574	4.98257412
4713	368.0998066	0.763719155
4715	351.2184979	5.454005412
4722	537.1978967	4.23040641
4726	299.0910229	2.133871248
4728	381.1746388	4.709946621
4732	695.2153338	6.676748057
4746	746.2234377	3.92461167
4747	465.1013481	3.364241005
4749	343.1221775	4.30647952
4754	444.1389488	1.842778646
4755	310.0938556	3.21976897
4759	401.0892998	4.406600676
4766	377.1433774	4.88846294
4767	518.1517308	3.945917194
4769	535.1837796	2.7518189
4771	536.1427351	2.963545322
4778	411.107537	1.433043405
4788	383.1927339	2.757021321
4789	387.1304095	3.199539772
4790	553.1943153	2.770780744
4799	421.1368503	2.169710939
4801	775.2064316	5.670761388
4810	773.2527351	3.048588809
4813	311.2234045	4.741490987
4829	539.1620382	2.330160441
4830	555.1676058	5.35407645
4832	775.2110929	3.61814891
4833	821.2392629	2.40361005
4835	331.1045539	1.7249327
4843	485.1172117	6.31943234
4847	218.1037476	1.081318382
4849	326.1882778	7.738144738
4850	293.2128037	6.226615512
4851	281.1400152	3.666990684
4852	403.1409189	4.166942248
4856	266.8042888	0.379419725
4858	423.1076741	2.703125229
4862	803.3733735	3.273690142
4863	333.1359448	6.239448321
4864	965.3259981	5.557535579
4869	455.1186913	2.730651415
4871	552.1375929	3.218414447
4872	595.1842807	4.54908228
4874	1113.379089	5.524080689
4879	403.198517	3.176600695
4883	450.1268941	2.712480372
4884	759.2319017	4.525917431
4885	273.0443559	3.229730192
4886	921.2995278	5.640833848
4894	402.1049408	3.229215435
4895	352.104782	2.703196085
4896	825.355325	3.275009521
4897	473.2044612	3.564508985
4898	545.2255183	3.1779753
4902	452.1449306	0.572101039
4903	599.2159089	3.997438733
4904	617.1811858	4.434691289
4905	318.0907997	3.709770267
4907	613.1948151	4.060777405
4908	341.0886548	2.527403346
4910	603.2329797	3.14483753
4914	325.2026711	5.623990676
4915	1113.378875	5.828486478
4916	585.199792	3.817545075
4917	119.0504052	2.995161644
4918	331.0679981	0.733224293
