variable	mz	rt
2448	194.9060754	7.634752941
2449	206.0825289	3.228139688
2450	561.3295479	6.45881005
2451	453.0160621	0.412773763
2452	367.104406	2.720456892
2453	563.1938757	4.631919768
2454	699.3830784	6.180799356
2455	671.1791501	4.877313171
2456	113.0245983	0.41641196
2457	721.3677336	5.694093005
2458	389.2473892	7.283184933
2459	565.1945863	3.408148787
2460	507.274017	7.068437997
2461	462.126943	3.225136342
2462	389.1255808	3.494052322
2463	943.5332225	6.0664693
2464	186.088598	0.414361919
2466	295.2283167	6.305141421
2467	814.6077048	9.464704142
2469	819.5291139	8.692099263
2470	163.0403471	4.894724888
2471	224.05686	3.464859906
2472	453.1962011	7.308466915
2473	163.9992709	2.934880194
2474	495.1310443	4.366958609
2475	153.1036629	2.25210681
2476	279.1639531	6.856784659
2478	117.0195888	0.643719931
2479	571.2904528	6.990679592
2480	649.2101916	5.741033857
2481	437.0420237	0.417085502
2482	514.1902679	0.499734434
2483	888.6807857	8.317034991
2484	341.2340352	5.488854212
2485	160.842255	6.090641674
2486	422.0874744	3.216528813
2490	515.1263394	0.519354756
2491	387.1305582	2.733815096
2492	305.9184012	0.392916911
2493	248.0334992	2.5007193
2494	143.0352579	0.761863161
2495	177.0559533	4.004669685
2496	377.1432396	7.29166118
2497	410.067766	2.82653611
2498	325.2390726	6.4979288
2500	155.0465096	0.454236331
2501	194.9060746	7.346219588
2502	540.3324046	6.434924359
2503	767.5337205	9.32753983
2504	162.8393331	6.081655897
2505	327.218406	4.903586318
2506	786.5760873	8.963246148
2507	981.5816119	8.369505745
2508	551.1937552	4.91240826
2509	173.0569301	0.440434686
2510	388.0897587	2.231194812
2511	195.0889134	0.379580192
2512	194.0461326	0.733657098
2513	462.0644622	0.424212261
2514	793.5167795	10.23752256
2515	291.197198	5.885250103
2518	842.6389656	10.01825778
2520	465.100572	2.881876667
2521	431.1933775	2.997829204
2522	683.2269434	0.513783278
2523	445.0741401	0.421889995
2524	338.1646175	6.145679211
2525	443.1936191	2.586976921
2527	551.1939409	4.30479609
2528	309.2076542	5.343023247
2529	667.22064	5.289241222
2530	392.0762625	2.802711007
2531	309.2078604	6.020389224
2532	541.1366661	4.3384489
2533	435.0904674	2.893998183
2534	223.0615432	3.074484476
2535	529.3034251	6.474030942
2536	424.0868704	2.782822843
2539	497.1997544	0.488918038
2540	860.6492371	9.750632271
2541	273.0862808	2.44317892
2542	826.5631998	10.39928409
2544	502.1789442	0.505045119
2545	421.1647271	2.963230633
2547	1099.362647	5.273335206
2550	1099.362569	5.597471611
2551	240.0516942	2.8570158
2552	763.218737	5.016402092
2553	607.4236167	8.41233093
2554	227.129223	4.434445559
2557	533.1830486	4.802510495
2558	480.0350955	0.418797752
2559	197.0457372	2.510594864
2560	309.2078432	5.664322797
2561	129.067202	0.435793913
2563	870.6701475	8.885786572
2565	455.1031894	0.456021556
2566	185.0222395	0.432685415
2567	515.2406388	10.27289033
2568	779.4645455	6.182460538
2569	224.0567513	2.693098647
2571	251.1326397	5.821119587
2572	827.2001392	2.878245126
2573	529.1898688	0.492213137
2574	527.2444249	2.970175433
2575	773.2472926	4.976757183
2576	784.4830832	6.230612606
2577	923.3159246	5.353621832
2578	210.0410655	3.022666527
2580	517.3062593	6.128204755
2581	218.1037843	2.274089339
2582	537.2734229	2.961297597
2584	312.0956788	0.744729659
2585	343.2496178	5.145442197
2587	187.0251771	1.936176078
2588	350.1260765	6.03232113
2589	581.2046626	4.284937832
2590	193.0508443	3.320109685
2592	454.0973425	2.78178844
2593	514.2056461	2.279995928
2595	422.0867799	2.799464863
2596	611.1617237	2.950619711
2597	729.2566965	4.812449326
2598	812.4646656	8.603341142
2599	327.2910992	8.336537403
2600	621.4389535	8.581571225
2603	160.0617938	0.491424592
2605	747.2679912	4.439825073
2606	202.0877319	2.33081769
2608	759.2118824	2.858693425
2609	471.0769429	0.455327622
2610	619.4232955	8.460213677
2611	593.2752912	5.959231154
2614	232.028617	0.414768798
2615	624.1801698	2.957373328
2616	379.1997056	0.729172791
2619	777.1623625	0.434073158
2620	961.612881	9.070332004
2624	521.1830093	4.683973255
2625	515.2404097	7.977684914
2626	196.0617133	2.920089032
2627	821.5447944	8.890795867
2628	312.1250211	3.827785346
2629	633.4389133	8.539477785
2631	613.2154537	3.227680323
2632	271.2283363	7.290646462
2633	476.2796996	6.026681648
2634	763.2190949	4.677577473
2636	224.0567377	2.819068518
2637	378.0607443	2.2397745
2638	399.2760772	7.251756544
2639	697.2313521	5.371941381
2642	595.2056139	3.385844719
2643	400.9463869	0.637499926
2644	267.0726269	0.462469729
2645	547.1789582	10.38103357
2646	725.2262924	5.542910814
2648	133.0145428	2.877647285
2650	323.135485	2.512562263
2652	857.5210972	10.38791252
2653	793.1363073	0.414755317
2654	483.2742382	7.55653681
2656	223.0462169	0.435887345
2657	359.0993912	2.398941961
2658	312.0968942	2.573255134
2661	158.9788454	0.347940517
2662	643.2264916	3.221386504
2663	338.0444222	4.171716808
2664	391.2441537	7.285503444
2665	429.1261947	0.726358766
2666	571.1469458	4.404500145
2667	713.3545855	5.957401133
2669	767.1786201	2.864198015
2670	797.1892385	2.8669616
2671	746.2232896	0.458703781
2672	549.1783635	4.69895884
2673	166.0512129	2.482116103
2676	773.2475312	4.710090554
2678	583.2052574	3.047541789
2681	597.1998711	4.243485127
2682	346.057464	3.002670877
2683	385.1149534	2.790561735
2684	180.030529	0.751805704
2685	443.1358495	4.489684703
2686	377.1642162	7.610550887
2687	237.0409157	3.128183985
2688	823.5604008	9.14563203
2689	701.1895153	4.870347686
2690	858.470007	8.618469432
2691	301.0724506	2.259635477
2692	470.1529201	0.506080284
2694	841.5158733	10.24256089
2696	505.3033238	6.719964052
2701	364.0682557	2.980804519
2702	464.0606726	0.422669853
2706	293.212793	6.500659024
2707	536.1430502	3.612778162
2708	413.1250835	4.403379175
2709	923.3155926	4.981129268
2710	790.2373389	4.980832929
2711	257.0437945	0.458070921
2712	919.5331791	6.206540893
2718	551.3007527	6.463418524
2720	641.3238076	4.7253459
2723	289.0812149	0.738791295
2725	712.6480883	8.631242526
2726	304.1673282	2.695421478
2730	279.2333278	7.618067158
2731	122.0249874	2.859207082
2732	398.1104066	3.40685435
2734	493.3063914	6.368703891
2735	953.3260571	4.949507416
2736	265.1485746	10.59678115
2737	755.5365109	10.38748089
2738	448.1832347	2.959637206
2740	712.5379164	8.603887511
2741	222.0408804	2.876234259
2742	283.103899	0.473128593
2744	555.2856066	7.252050511
2746	424.0841498	3.212513774
2749	579.1890233	4.686834876
2750	527.1392328	0.469335729
2752	299.0565983	4.309741089
2753	325.2026602	5.365589359
2758	130.0876079	3.028123015
2759	748.5161004	8.586808282
2762	316.0468652	3.399208237
2763	403.1618615	3.209926662
2764	775.5348975	8.605417395
2766	327.1090313	2.842293639
2770	505.0574558	0.418792752
2771	699.1740675	5.192981274
2772	269.0461459	4.219370053
2773	297.0366596	2.606617711
2774	951.27612	2.932615295
2781	985.6133057	8.76193465
2782	326.0889598	2.659091948
2785	313.165138	6.868006988
2788	455.192611	7.557447207
2790	661.4705603	8.830994089
2791	535.1835923	3.223137019
2793	756.6746544	9.697187105
2803	725.3983686	6.318598768
2804	488.0669756	0.421488148
2807	729.2014994	2.818828638
2809	394.0727944	2.798349496
2810	327.21833	4.415321979
2813	839.5008505	10.23193983
2815	763.2185073	5.337036256
2817	451.1053182	4.12442351
2819	729.2330191	0.516874706
2820	443.1947784	0.729191298
2821	791.3708101	5.968702324
2823	521.1829051	4.33518284
2824	873.4487077	8.691850082
2826	959.5973319	8.771769133
2827	383.354097	9.153431165
2829	832.6184864	9.212936765
2830	398.1331173	7.61258846
2832	367.1044246	2.994291506
2833	306.0584244	0.472368737
2835	138.0199059	2.904018006
2840	192.0303881	2.855702326
2845	391.263121	7.60114286
2849	376.2630694	7.219730389
2850	548.1634724	2.946924811
2851	146.0461463	0.44372523
2852	483.2745154	10.44418109
2854	399.1672315	3.3517421
2855	777.2272018	4.152822041
2859	221.0669332	0.466502884
2860	455.2118315	7.611052757
2864	452.2794009	6.290514603
2865	419.0941863	2.7470392
2866	299.2595784	7.852637588
2867	344.9796709	10.23511394
2869	395.1540113	7.60968949
2870	790.2386815	4.696883109
2872	375.0582708	1.939035733
2876	577.2706431	6.272680919
2877	463.2713493	5.859979395
2878	394.9768493	10.23287044
2880	339.2175948	6.063096674
2882	210.0233663	3.546648507
2883	165.0401199	0.443156669
2885	458.0955448	2.410177033
2886	332.0784009	3.047490628
2887	180.0305202	3.111421668
2888	714.5123436	10.33277271
2890	423.1610565	2.964141378
2893	407.0913869	4.151697555
2894	488.1634302	0.49660148
2900	167.0351848	2.744625326
2901	790.2377667	5.34916338
2902	531.107902	4.30414425
2903	491.1211145	3.353290435
2907	449.1062904	3.194356314
2908	240.0861803	3.071340121
2909	711.2528509	3.385153987
2910	503.1726654	5.072312911
2911	820.1557247	0.422047764
2914	715.5368707	7.299750857
2916	293.212804	6.007311539
2918	452.0977788	3.233984476
2919	729.2212857	4.429912107
2921	423.1606982	3.724062394
2922	577.37893	6.044750411
2923	405.0797069	2.23968413
2925	519.1887759	3.41747269
2927	605.4078237	8.20398634
2928	325.2388944	7.621079374
