variable	mz	rt
2035	509.3812518	8.3855754
2065	337.2859185	4.330845771
2067	223.0967368	4.700274085
2069	316.2124999	10.18315697
2073	412.3432584	4.574444764
2082	339.2525332	5.516245676
2089	354.3006598	7.874890965
2091	368.3168731	6.952633706
2115	389.2670312	8.596706632
2120	286.9074116	0.359969671
2125	457.3512554	7.393169326
2133	123.0406953	0.450385851
2134	328.2646935	6.473812823
2135	287.2374518	6.35863543
2136	303.1423408	3.09206235
2137	346.2746714	6.657427481
2138	211.0867753	4.860858419
2139	167.0130309	6.19131075
2140	298.187	3.104656935
2141	281.1601777	3.103485677
2142	244.206416	4.179947334
2143	536.1665424	9.422687753
2144	269.226945	6.5763662
2145	125.9864957	6.198941409
2146	382.332727	5.032588614
2147	365.1369495	6.552362094
2148	111.039139	6.492229218
2149	394.3472146	8.933295135
2150	364.2855962	3.995545656
2151	436.359969	8.89758274
2153	279.2077637	6.37378325
2155	161.0710566	2.563495185
2157	199.1696473	6.108609935
2158	243.2110883	6.528108756
2159	346.2747464	4.164548267
2160	245.2266744	6.483128547
2161	361.2860488	3.969459675
2163	163.0755327	6.548698238
2166	243.1833063	2.327989245
2167	547.3675672	8.569841119
2169	610.1850403	9.978079968
2174	291.195673	6.117076068
2175	541.122445	9.422369688
2177	469.3875818	8.724506859
2179	234.6307872	5.549512063
2181	465.2325987	3.257065237
2184	328.2645899	10.928993
2188	334.1355957	6.03962342
2193	312.2537658	6.444976248
2195	245.1863189	2.906865635
2198	271.2272536	6.343128126
2200	203.0819398	3.573190261
2202	244.1911187	0.739177889
2206	460.2767135	3.21266391
2208	241.1950997	6.217736504
2209	506.3407954	8.563327363
2212	159.112995	0.735889651
2214	460.323232	4.643586333
2216	408.3267942	8.930277916
2219	708.5125512	7.985625844
2221	589.3782674	8.584969219
2222	300.2653286	3.680285744
2224	242.6462054	4.782208491
2225	278.1456286	6.447719303
2227	315.1739689	6.572976689
2230	357.2156915	3.283159306
2232	241.1953418	5.067407789
2234	261.1107266	4.644763026
2238	582.5941804	10.25270347
2243	473.2662074	5.630929506
2248	309.2063297	6.193264176
2251	393.3391753	8.84693319
2252	124.0870562	10.19710371
2253	256.8508599	2.576717561
2254	343.1550209	6.556407829
2255	562.4037326	8.556009568
2272	537.5363275	10.26035382
2276	302.1397069	2.73890455
2285	272.258826	6.491229774
2286	399.251909	6.631691497
2288	329.2691109	6.250964079
2290	334.1349589	6.4573002
2298	411.4323059	7.108091068
2299	123.1169879	6.405486221
2303	306.2793345	10.30090018
2306	261.2217916	5.170827945
2307	299.3063287	5.716725047
2313	447.405181	8.717932018
2316	947.2872931	9.278606568
2330	142.1592218	4.892081071
2333	421.233995	6.634879379
2334	229.2279641	4.506006216
2339	282.1861175	6.42573732
2344	891.2785789	9.140766559
2345	464.4319378	8.740310721
2347	321.2423207	6.302868174
2349	292.1924843	2.9992469
2351	410.3431029	8.928996915
2352	554.4430917	6.936737216
2354	425.3610578	8.718985765
2356	199.1696955	5.092821968
2360	305.247843	4.809373063
2361	173.128718	0.940801556
2364	303.2324486	6.424489618
2367	295.2274472	6.508356012
2369	252.9673913	11.43149706
2376	708.5125249	10.24736382
2377	113.0713578	0.903277483
2383	224.2123088	0.447650433
2389	141.1023255	0.826817478
2391	259.2058958	6.198734339
2392	243.2109787	5.214392632
2394	287.2376301	0.17273392
2395	464.4315984	8.360252474
2400	163.0754984	4.359006553
2401	128.523542	11.274638
2403	324.3264797	8.527849594
2405	184.1700196	5.558963529
2408	141.1023333	3.039961479
2410	307.2487512	4.923058197
2411	287.2372169	4.817066122
2414	141.1023528	1.463330856
2416	184.1699494	4.90190315
2434	296.2012301	8.963332273
2435	235.1319627	4.264375138
2437	148.0394699	4.004342856
2440	432.2399425	4.140894682
2446	235.1322913	7.557504997
2452	259.2056398	3.912961961
2455	151.0755238	2.915876135
2459	282.1864299	4.40529638
2462	163.1481759	8.424096185
2468	216.1961994	5.025596194
2470	235.1331532	3.718838144
2473	269.2264886	4.791107682
2476	149.132516	8.413226755
2479	850.2518728	8.754042279
2480	261.2216916	6.159565856
2484	364.2854193	4.69312164
2489	568.4794316	7.764368482
2490	357.1534772	3.576201826
2511	245.2267733	7.102450403
2514	241.1947041	3.918171425
2531	275.2372919	5.527685524
2536	261.2217584	6.898891268
2537	257.2265682	5.4919672
2547	547.362065	9.972034009
2554	199.1693508	8.44243515
2563	346.2752183	5.899396833
2566	243.2111212	0.211922664
2573	243.2095159	4.828981452
2577	147.1168634	4.896438381
2580	776.2345132	8.322129759
2592	364.2842281	7.851860723
2598	804.266077	8.254020288
2603	145.0167724	11.41773875
2618	339.2531305	8.269843918
2620	436.3431132	10.33255318
2635	136.03942	0.154118472
2636	352.3398288	9.177807756
2637	155.1180843	0.995192309
2638	84.08150266	0.82276161
2639	371.3160014	8.468151641
2641	217.1057225	1.908079988
2643	600.4698594	7.163085871
2645	763.6062034	8.473830027
2646	166.0501374	1.049882195
2648	644.4959705	7.155264903
2649	368.4261478	7.013151632
2650	326.3786827	6.147484003
2651	584.4745376	7.755507944
2652	561.3990161	7.167425138
2655	605.4250155	7.162586009
2656	155.1180392	11.31955547
2657	141.1023348	11.30045303
2658	416.374095	8.467251353
2660	288.2538335	5.690335126
2661	494.5672186	7.716945874
2664	628.5005997	7.744166338
2666	736.5395697	10.23253615
2667	638.216536	9.973190438
2669	545.4039918	7.760266362
2670	688.5230435	7.147495703
2671	672.5267865	7.731319085
2672	649.4507921	7.153930036
2675	685.4365594	10.21631691
2676	589.4298628	7.754745062
2680	153.063692	0.426517473
2683	332.8724986	3.257082983
2685	732.5500557	7.181394568
2686	396.3330893	6.497097782
2693	145.514972	11.43678082
2694	721.5075717	10.30598252
2699	376.3148686	6.048905785
2702	138.0435533	0.182653995
2705	451.3644437	7.176194753
2706	633.4557291	7.744328848
2709	209.0810982	0.81555143
2710	343.296273	4.979232385
2713	582.4745476	7.413973981
2716	716.5530947	7.718156338
2718	179.0705039	0.85423582
2719	677.4824122	7.732759777
2727	155.118036	3.1735529
2730	287.2375219	7.188098806
2735	277.2167178	4.177196844
2742	513.4137579	8.690777421
2743	562.3676968	8.567111461
2752	383.40073	6.804214862
2754	392.374257	7.78670845
2757	575.5043635	10.36328059
2760	344.3168655	7.036010116
2762	595.5890046	10.22045409
2763	716.2313048	9.070321747
