ID	mz	rt	Control	17_WT_D	32_WT_ND	14_WT_ND	3_AN2_ND	33_AN2_ND	2_WT_ND	36_AN2_D	26_WT_ND	35_WT_D	6_AN2_D	18_AN2_D	27_AN2_ND	24_AN2_D	15_AN2_ND	8_WT_ND	5_WT_D
1	355.1590581	7.854322509	2345814.50	8334000.00	12161963.00	6587520.50	11293278.00	14429547.00	6615192.50	3505788.75	9050073.00	4809747.00	33908408.00	13492668.00	10027411.00	21344394.00	22632604.00	9250929.00	36740484.00
2	160.8424885	10.53962568	29040536.00	45642428.00	39228276.00	42767080.00	35448004.00	42277960.00	45962024.00	44324952.00	43276916.00	44950188.00	38863776.00	42438016.00	43293880.00	40297952.00	41341588.00	42186024.00	36946388.00
3	162.8394984	10.53891835	26240240.00	41248044.00	37118920.00	40034676.00	32885132.00	39709996.00	42967304.00	41256636.00	40224904.00	40994884.00	35929168.00	39143544.00	39853956.00	36927916.00	39239808.00	38800516.00	34125964.00
4	444.973973	5.3087296	17784872.00	19393598.00	24145688.00	23388258.00	19806544.00	25502820.00	17693904.00	23085426.00	24437070.00	22972010.00	18192180.00	15949085.00	22838480.00	22915984.00	17036664.00	17728698.00	21755754.00
5	197.8083344	10.54781491	24792506.00	39439132.00	39718100.00	37237568.00	25170254.00	44853364.00	34997400.00	39114648.00	38210832.00	38333204.00	27630520.00	34938628.00	35642840.00	36299180.00	33958708.00	37146708.00	28604180.00
6	313.1816864	6.6242318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	394.9768026	4.870782891	25967844.00	31879228.00	30356434.00	37611732.00	31978948.00	30936258.00	27812558.00	28606496.00	31678236.00	30949932.00	31387232.00	29714738.00	29228322.00	31657748.00	27641650.00	31438100.00	32010976.00
8	195.8113208	10.54781491	20244118.00	32180804.00	32157512.00	31004690.00	20828990.00	36377960.00	28751390.00	32755428.00	30981262.00	30946426.00	22087876.00	29420792.00	28923626.00	29524644.00	27593162.00	30219232.00	23800592.00
9	112.9859179	10.27271612	14192166.00	10401894.00	11219207.00	11150715.00	14237205.00	10245288.00	9279402.00	9578565.00	9669029.00	8593375.00	13566156.00	9052125.00	11527367.00	10559280.00	10808792.00	9269108.00	12946041.00
10	344.979809	4.407927021	38501020.00	38715176.00	26517710.00	42853224.00	46005732.00	27891004.00	27769410.00	29734274.00	34204168.00	38454724.00	51092640.00	28518682.00	35940264.00	38347004.00	26181084.00	30352256.00	34535372.00
11	351.1862577	7.856666306	0.00	0.00	10604.52	0.00	0.00	105703.55	14447.78	6158.23	60011.62	18814.39	0.00	55333.72	47427.15	68601.47	72714.79	55508.79	0.00
14	199.8053616	10.54758312	11539848.00	18308686.00	18814806.00	17754302.00	11935439.00	20749094.00	15801138.00	18700120.00	18009218.00	17876840.00	12514527.00	16932994.00	16688808.00	16951280.00	16146833.00	17372460.00	13718212.00
15	174.956422	10.43169788	8230925.50	8187083.00	9104391.00	8835415.00	8228563.50	9065636.00	7399214.50	9366991.00	8905331.00	8523670.00	8119212.00	7646231.50	9859551.00	9678766.00	8209459.00	7785105.00	8553058.00
18	280.9834586	4.407935618	25311276.00	23595188.00	15947627.00	24815650.00	28929848.00	16744914.00	16859238.00	17864110.00	20380626.00	23051188.00	33645412.00	17190362.00	21956880.00	25178510.00	15931142.00	17793344.00	21308108.00
20	330.9805643	4.871027497	10513629.00	10782497.00	10719419.00	12531637.00	12059750.00	10561782.00	10614799.00	10421874.00	11325405.00	10987535.00	11880179.00	10772996.00	10575577.00	11685114.00	9719571.00	9783699.00	11186645.00
22	313.1817727	6.069315489	8935.34	0.00	4236.60	5312.23	10820.00	4954.15	7357.58	0.00	15568.43	7273.73	24349.10	4656.96	4903.30	0.00	10020.25	0.00	27210.91
23	380.9776019	5.308223841	5121015.00	5349453.50	7016338.00	6259008.50	5830034.00	7284839.00	5140141.50	6667498.00	6829057.00	6558324.50	5436228.00	4498658.50	6357706.00	6498704.50	4757815.00	4477546.00	6031212.00
24	353.1831567	7.835160129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7180.54	0.00	0.00	0.00	0.00	0.00
25	255.8228044	10.54641774	7823241.50	12550808.00	11793186.00	13119321.00	8222501.00	12292820.00	11071674.00	12208394.00	11924405.00	11467556.00	9437971.00	11639434.00	10938819.00	11229763.00	10804913.00	12204415.00	9156990.00
26	312.8368904	10.20314988	4276194.50	552122.63	691601.38	506995.59	1440899.38	371563.50	700224.69	157557.91	262407.47	503425.66	1215223.63	396311.66	436187.00	340324.50	519627.56	310907.06	376517.56
27	316.948476	10.28017815	4482067.50	990821.94	1787295.50	1055039.63	3880512.75	1113637.00	905370.06	1070216.88	1241380.25	827961.63	3555622.25	1099916.25	1900843.88	1523738.50	1807529.50	946016.69	3105492.75
28	257.8198175	10.54641815	7619613.00	11624490.00	11233304.00	12492407.00	8343987.00	12146743.00	11431377.00	11467878.00	11330137.00	10680801.00	9145381.00	10994005.00	10675019.00	11299425.00	10135838.00	12005337.00	8908476.00
30	248.9608933	10.27965459	4469181.00	1063838.63	1980244.75	1272143.25	3718362.25	1402847.00	1134209.25	1298373.00	1456238.63	1091870.50	3575971.25	1223384.25	2086150.13	1776788.13	2002975.63	1099978.63	3166869.00
33	230.9866084	3.874935521	11445641.00	11545719.00	16614425.00	16070334.00	10817499.00	16938534.00	5764906.00	17414362.00	17948484.00	21419906.00	15770290.00	7330082.50	19875742.00	18726106.00	5053647.00	8568127.00	6650778.00
34	383.1904916	8.303269179	2845423.25	947900.31	2650207.50	1450579.75	2509535.00	3163701.00	2957723.25	1849490.00	1787722.50	2032705.75	4490799.50	2300417.75	4787063.00	3038111.00	7781344.00	3362353.00	10231509.00
35	384.9363345	10.28067956	3039118.50	472544.94	1081448.88	588998.94	2443993.00	684702.69	463195.41	525346.31	660202.63	430876.72	2355864.75	617062.38	1196022.00	879724.06	1087650.00	524930.13	2029402.25
42	685.4835533	10.24959956	0.00	33520384.00	36364760.00	48085580.00	0.00	32257674.00	0.00	44614832.00	31463976.00	42799052.00	0.00	0.00	27825154.00	36868188.00	0.00	19273942.00	0.00
43	294.9829079	3.875231824	6756822.50	7259934.00	10820014.00	11059786.00	6626975.50	11364184.00	3511304.75	11149050.00	11618715.00	13870225.00	9273211.00	4602080.50	13151221.00	11829983.00	3069572.75	5383412.00	3923468.75
44	451.1127252	7.824922067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45	709.4836622	10.24689725	0.00	32549428.00	34400800.00	45856544.00	0.00	35372792.00	0.00	20094188.00	15478083.00	17482704.00	0.00	43991876.00	12939379.00	27887102.00	0.00	30507044.00	0.00
46	371.1539904	7.855515097	185736.88	329822.47	591481.50	347140.63	631019.63	652431.31	329723.28	179207.72	423872.75	247662.27	1149908.88	506571.56	524580.13	767551.63	780449.69	341411.69	920785.44
51	325.1849379	10.20614371	1709035.00	2126636.50	3538612.50	4128922.50	1554688.38	2670262.50	1749714.75	2075119.25	2177685.25	3500909.00	1937562.63	1771669.50	2011307.88	2077615.63	1687565.00	1680914.88	1420318.38
52	311.1693084	10.20687447	2054461.63	1956319.13	3965952.75	4223131.00	1767125.25	2626332.50	1821946.88	1819653.25	1987816.50	3125433.00	1853749.00	1550411.13	2045179.13	2026881.88	1450752.88	1581920.63	1336471.50
56	265.1483501	6.5672432	4541965.00	1983049.00	236340.70	176326.53	998358.44	255110.50	249708.31	4733267.50	986819.50	930852.69	2004062.38	1044259.38	911344.88	1671433.00	1130273.13	1139104.25	1688755.50
58	187.861386	10.57473979	1881215.63	3522300.00	2927795.50	2880149.25	2955061.25	3758134.50	4093751.00	3394951.25	3266462.50	3505183.50	3234961.25	3507285.50	3521877.25	3000451.50	3931905.00	3998725.75	4031165.00
60	353.164405	7.854562397	134695.56	375117.16	563382.44	325526.19	548335.19	646684.31	316746.84	153940.73	443628.00	228204.47	1655253.00	613336.69	429068.97	922586.56	1110191.88	446967.13	1701660.75
61	328.8318545	10.20408835	1435267.75	191727.11	260207.23	172025.64	457717.94	116224.44	267598.13	76884.95	103974.88	195276.38	393316.25	128298.79	150825.03	109246.02	153997.23	119692.87	121932.88
65	297.1534731	6.567888821	1589325.25	256329.55	26317840.00	215162.19	3782896.75	224939.48	18671486.00	215292.11	250474.72	151467712.00	7513193.50	137314.78	2900589.00	8531158.00	8839428.00	295944.66	15621725.00
66	307.8569251	10.67044626	2501475.00	1925422.25	1347081.50	1840769.63	2264696.75	1221375.38	2008784.13	1094072.50	1347588.13	1718022.13	2138779.75	1948511.38	1469410.75	1457176.50	2027424.25	2119725.50	1901343.50
67	453.1098158	7.804733567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6350.68	0.00
69	187.09791	3.537993191	2243319.75	3843407.75	2110191.50	3635080.00	4942225.50	6422480.50	22930698.00	3884449.25	15210775.00	15281784.00	6390281.00	13546017.00	5245636.50	5144475.00	12190083.00	8028894.00	7434046.00
77	200.8591304	10.20125668	1005681.00	270170.25	256303.66	361227.59	473111.41	184671.38	258487.89	81894.09	110643.31	228342.91	414463.88	193264.09	152353.50	143602.53	169871.67	130995.06	162004.27
79	344.9797573	8.781402118	1645435.00	1158077.25	1407983.00	1424423.25	1385924.25	1278127.88	1041824.63	1223089.88	1270652.75	1593321.25	1553768.88	878248.06	1262750.00	1383372.63	958741.94	875485.63	909320.56
84	293.176388	5.250208479	2595182.75	1704165.00	1150115.50	1935306.38	1926479.75	2304667.50	2677289.00	3505686.75	3489312.75	2036429.38	2085956.25	1801048.00	2105251.50	2718855.25	2862698.00	3452393.75	5012045.50
87	421.227802	8.535531658	5820796.00	0.00	7542.32	0.00	3944548.75	0.00	15173.05	14826.98	8154.03	8078.94	6654325.50	0.00	0.00	14622.90	7484.49	0.00	7405861.50
97	297.1534307	10.20612582	913329.88	766355.25	1550711.38	1593602.00	779747.00	1023578.69	655073.00	596590.25	710445.81	1100928.38	806651.50	525431.00	784096.88	682651.31	510768.91	598726.63	435337.69
102	426.9825934	5.237499068	213302.52	1040907.69	915131.81	1524888.50	327537.53	955819.00	351414.16	946559.13	610334.50	581085.63	245488.97	636248.00	603215.50	406422.34	385601.31	631951.50	450408.16
114	242.1765742	4.422898779	1286544.50	614836.06	479068.81	474446.22	1027641.13	1734740.88	1589562.00	1227339.38	2049444.63	656398.38	797860.69	593592.63	1447687.63	1844848.50	3384949.00	1165182.63	1028895.13
119	396.8921174	10.32415712	794037.25	127356.98	201778.22	167450.25	510747.34	152535.41	100031.52	103665.09	166124.14	103065.96	571470.63	132572.48	254360.42	205268.98	266640.19	144016.00	402434.72
126	309.171389	5.346504544	1194688.13	1123717.00	1002707.31	1108045.50	966840.00	1075206.63	1020958.31	1035121.25	988639.94	890565.00	995446.31	873332.25	957584.19	868703.06	963969.63	974701.38	905400.94
129	304.9148811	10.42734476	674489.13	597326.88	776524.63	657836.31	634457.00	706955.31	516369.81	739693.44	690394.69	622363.56	653167.19	519833.88	838582.69	783647.94	582496.13	539057.81	699660.81
130	403.15918	7.573261718	0.00	563723.31	492509.22	648768.38	53981.35	249840.11	440347.16	14716.48	536223.31	276086.50	224988.67	51602.63	181689.97	95731.66	733131.94	1075209.25	1458621.63
131	166.8333841	10.54126159	841890.38	1314029.13	1159225.25	1220377.38	969478.75	1326197.88	1316659.13	1251041.88	1270284.38	1254430.63	1063595.63	1157761.25	1196201.88	1134192.25	1155597.88	1104677.25	1140656.88
132	194.0824892	5.513834321	816687.69	939238.88	880610.25	800436.94	825027.13	883352.25	753618.44	799674.13	840979.69	610405.56	593000.81	639877.31	681954.44	574873.13	579456.75	530388.50	496194.22
133	713.5148392	10.25264888	0.00	0.00	2620125.25	181786.83	0.00	2834447.00	0.00	2799119.00	1887606.13	1857207.50	0.00	0.00	1595622.63	1706362.00	0.00	86468.95	0.00
139	221.8428544	10.54801941	1234512.00	1359962.63	1078418.13	1292842.25	1199422.00	1248871.00	1465054.63	1234353.00	1227995.13	1246115.00	1252389.88	1408008.50	1225580.50	1184411.38	1299480.00	1338709.38	1163373.88
142	325.1849161	8.461983556	544546.13	167810.13	432345.16	271574.13	3050979.50	224686.13	518423.94	244752.39	254974.95	762953.81	6487694.50	171346.52	187905.89	459635.56	171698.27	164436.39	15603729.00
153	228.8539907	8.545795326	1268279.63	894650.44	658880.38	1110499.38	558548.75	522299.63	237273.81	340976.97	417663.13	345996.00	285710.44	440991.19	451184.44	244869.25	624863.81	698344.88	179992.80
161	339.2005896	10.20938982	570767.19	592664.38	9007642.00	2927205.50	3521851.00	2610762.75	7201758.00	3073929.75	4901615.50	17940148.00	7811543.00	884379.69	1365154.13	5958965.00	2999623.25	852439.69	3332163.00
167	685.4833923	9.304529678	0.00	4594022.00	5401425.00	8118886.00	0.00	3502843.50	0.00	5796727.50	3101061.75	4676957.00	0.00	0.00	1654787.00	3712093.75	0.00	651172.94	0.00
168	374.1327454	7.854528556	37534.30	622942.13	448614.09	330451.28	205846.16	650825.81	295850.84	169569.92	408348.13	335247.03	518045.34	439321.56	273975.13	645857.06	564213.75	365857.53	667253.31
171	709.4835701	9.299178238	8172.18	5091706.00	5556378.00	7683653.50	7445.23	4419154.50	5450.67	2542227.25	1821283.25	2136445.00	0.00	5404805.50	931936.00	3587353.50	17575.93	2180545.75	0.00
183	752.5519763	10.26869142	0.00	0.00	1629865.25	0.00	0.00	1937518.13	0.00	2398085.75	2226745.75	1618732.50	0.00	0.00	1772835.00	1246390.63	0.00	0.00	0.00
186	194.9061136	10.39066291	925444.31	1331852.63	1360504.75	1573739.25	1015868.63	1198623.25	972872.13	1122084.50	1125733.25	1023476.44	968189.19	1057790.75	1167886.13	1188667.13	1083470.88	1172494.25	805733.75
201	330.980615	8.803925974	478338.25	372125.28	448505.00	362654.25	389466.84	433143.88	334455.31	360067.72	386849.50	465826.16	401149.91	306464.91	374264.56	423049.22	306036.06	239599.95	326340.31
204	248.9609059	0.354515286	6737005.00	4466837.50	1547469.50	7399906.50	8723083.00	829794.75	10637241.00	9739070.00	9519577.00	6267992.00	7209265.00	2410835.50	8155993.00	6157168.50	9082790.00	5336375.50	4285003.00
220	327.1276148	7.307186435	308061.72	957457.94	646941.19	510797.44	700661.19	723317.06	784876.50	121071.75	283458.09	508006.31	823721.63	285624.34	369798.78	221374.53	264749.59	314939.91	137341.64
221	234.8201895	8.519766341	902406.13	306751.31	279462.72	416153.25	300076.88	208992.38	59789.55	89468.31	134744.86	102274.76	104143.53	126313.80	131975.69	88348.18	242210.88	195168.95	48068.77
222	381.1747362	7.951010865	281623.16	584898.69	1060280.13	976898.31	1492739.13	2957398.75	1718021.88	888354.25	1996729.63	769480.31	5192772.00	1738146.88	1634745.75	4659924.50	6070950.50	2871185.50	12319776.00
244	293.1797427	8.491221224	1045369.00	20238.08	63903.24	63085.63	4172395.25	42121.52	54815.25	51049.30	44138.25	131108.70	9647533.00	21580.83	21694.46	44789.13	19524.75	17538.32	103341.86
246	316.9485581	0.354562957	6039449.00	2226174.50	723489.81	6017550.00	5376921.50	491771.91	7504162.50	7566348.50	6214403.00	3177888.75	3645383.75	862092.81	5656928.00	3224660.00	6646298.00	3859014.75	2765917.50
254	228.854007	10.20356885	149049.78	136695.36	87812.77	114686.25	106340.34	48493.46	78138.51	28778.48	52342.74	53927.86	94352.59	70104.26	42944.63	24762.38	66404.90	45160.35	38344.91
259	216.8539715	10.27130918	213817.83	137582.28	134931.34	191525.08	139452.80	103991.66	99394.86	75205.05	76063.09	107987.62	158494.89	113523.11	92231.23	118395.68	141226.61	110258.53	98030.02
269	384.9365118	0.355748976	3661721.75	635601.69	282901.03	2904891.00	1962018.38	172123.27	3409405.25	3917048.00	2734986.25	983298.50	1072855.25	173864.33	2609615.25	1016484.94	3088916.00	1664398.38	1089451.00
273	265.1483115	10.19574079	92397.78	698991.81	280773.59	318124.66	216257.25	245448.64	141450.89	1383868.00	238679.52	366596.25	298421.88	236788.84	330636.31	783029.31	222970.55	241571.34	292094.06
282	452.9241573	0.354076732	2501050.75	272853.56	107740.48	1669516.38	972030.63	110672.45	1864967.63	2265548.00	1362233.88	455430.69	491890.16	64489.07	1423753.88	476210.97	1753221.13	878152.75	481799.09
291	234.8202074	10.20542219	57434.81	11883.68	17682.71	26720.08	34046.38	13019.50	11458.16	0.00	13546.28	10528.33	30568.48	10459.08	5927.89	2194.32	0.00	0.00	5909.61
300	339.2005853	8.519335941	76177.21	3943139.25	4437830.50	12694610.00	320393.03	11491557.00	3162749.25	34002332.00	38679064.00	19543174.00	651287.25	6170573.50	1479555.13	2972484.25	10253037.00	14623871.00	917135.81
302	520.9117129	0.354799274	1629761.38	100846.66	19744.81	899011.75	448588.72	0.00	971830.06	1240345.00	698928.50	193818.48	190079.02	18911.91	671311.50	212309.23	1003117.19	439746.22	206625.83
311	187.8612967	0.431610239	60463.68	10042714.00	18512358.00	23468634.00	23435822.00	14137152.00	32781612.00	9335782.00	25823042.00	12035664.00	11203585.00	10038172.00	17836256.00	3110964.25	16506876.00	11469284.00	4597406.50
314	306.9197953	0.363641439	460501.25	943322.06	643276.00	4016484.00	1969561.25	666222.75	3331914.75	4511671.00	2340471.75	1552205.63	1252018.88	247414.14	3360465.00	1201862.13	3477557.50	3063645.00	1731657.25
318	588.8995462	0.354011987	1106588.63	50166.86	43650.44	515514.63	190037.11	81553.16	504053.09	740823.00	317146.63	96572.13	95065.57	0.00	333461.06	67700.88	472447.31	226144.64	92198.68
340	116.9214661	10.23413426	6401078.00	6801940.50	7409705.00	7982666.50	6765071.00	7000269.50	5528851.00	5406936.50	5862555.50	6792746.50	6562184.00	5887241.50	5938278.50	5953278.50	5916607.00	5516354.00	6428313.00
347	280.9834654	8.786027756	1002718.94	662903.06	809466.44	766628.69	878524.94	815274.19	585502.56	709063.94	721364.81	942641.44	902180.63	495936.72	778754.38	801465.06	538571.25	520648.72	593678.00
354	357.1570537	7.856004679	43284.66	122779.78	164917.39	122638.91	130367.79	180108.14	104731.55	45321.03	151956.16	89487.16	462617.81	204949.20	94314.41	307532.97	344595.84	139961.92	479384.38
355	326.9040496	0.343500309	2117296.50	800698.44	353295.63	792483.44	851091.31	164951.36	1051069.50	769006.56	669400.88	716686.06	842764.63	563177.13	694686.81	588437.13	775519.75	685305.56	344142.50
365	161.0459124	3.497021082	18996.61	3467992.00	4477099.00	4007968.00	3600146.25	2783961.50	1739204.88	1995395.13	6147129.50	4115824.00	4454618.50	2460233.50	3720392.00	2863192.00	2449759.50	4870854.50	3282225.75
369	199.8513076	10.29831229	285657.84	267832.28	295132.25	321187.16	231131.61	254788.89	176080.36	199692.09	203270.47	230230.64	205179.14	240599.64	194698.33	227819.34	209259.88	222590.61	141141.89
373	308.8650268	0.021960234	304228.22	329262.91	287358.69	305208.94	299522.63	332134.81	311021.03	308234.28	291226.97	330445.97	345162.34	275462.00	313795.41	317893.78	307782.91	291827.81	334425.44
382	307.8568661	0.235770868	166406.34	138083.80	104656.32	133819.50	88529.53	108688.17	77660.92	118358.49	148741.75	132726.73	95982.82	133180.59	119975.41	152293.13	140600.75	131019.17	133499.88
403	293.1764245	5.552851756	81074.65	94610.83	93139.44	261823.28	93122.77	133948.09	176122.33	118256.66	236371.83	93787.30	175453.75	105669.43	98017.98	117211.12	100451.45	104542.54	143295.91
414	130.9925669	0.406326361	15420.75	47274.21	475434.69	209515.63	308499.88	323653.88	478445.06	445535.97	584058.88	1680952.38	198890.63	575324.63	739748.63	279620.75	628239.13	348451.94	331197.38
419	426.9690129	5.168409226	266788880.00	122877488.00	101033992.00	99327312.00	135363472.00	151592928.00	232986352.00	360793760.00	317586624.00	151190944.00	236700608.00	213222160.00	204752176.00	323752736.00	367947200.00	365918784.00	419647264.00
421	112.9859113	0.35702363	23884672.00	21018100.00	13184166.00	23631086.00	26590994.00	9041350.00	28383874.00	26284794.00	26646668.00	24525402.00	25885916.00	17460246.00	24047418.00	24232446.00	26065758.00	18762720.00	18474670.00
422	573.1308775	6.499605803	6349662.00	2899608.50	3281545.00	3020365.50	2828293.00	3846734.50	4292660.50	19058930.00	22608872.00	6191964.00	3654812.75	8111677.00	10076740.00	14191774.00	14902970.00	21021900.00	20983202.00
423	428.9637159	5.168701691	10023213.00	4838136.50	3824008.50	3754376.50	5111393.00	5737405.00	8934546.00	13241815.00	12210972.00	5654101.00	8864493.00	7958963.50	7677950.00	11745199.00	13684946.00	13730901.00	16026872.00
424	164.035683	3.107594221	104666.75	57028552.00	109343968.00	33191692.00	170650832.00	55211292.00	24147804.00	1842977.25	31780412.00	4514528.50	8444641.00	70623504.00	2634456.75	2682372.00	2782528.50	37295396.00	18452380.00
425	637.1437235	6.616314682	6295182.50	3012819.75	1954034.38	1991123.25	2602567.00	4611591.00	4012644.50	18782108.00	13778874.00	5046362.50	4624751.00	7605040.00	7530220.00	13256209.00	15531048.00	14266122.00	15845433.00
426	494.956418	5.163810278	5934879.00	2251637.25	1515289.50	1394549.25	2141286.50	2068263.50	3077442.50	2707907.25	3609435.50	1459480.38	2055984.50	1996076.50	1914776.00	2100542.50	2516185.75	2241927.50	2255449.50
428	200.8591579	8.540941953	4403616.00	2465878.25	1856374.13	2577709.00	1890615.38	1331814.50	616353.25	725749.63	1106171.88	945063.06	934991.69	1172377.75	1056247.00	697389.94	1632435.63	1547881.38	451916.56
429	701.1565799	6.750479275	4912162.50	2393815.75	1284703.50	1602746.13	1983878.88	2905614.25	3806955.50	13898269.00	9189501.00	3656921.25	3233485.75	5948238.50	5193928.50	10914472.00	10500822.00	11225754.00	12823845.00
430	765.169002	6.98873915	4004334.50	2351845.75	1207503.25	1401075.88	1501096.75	2890951.50	3613594.00	14376531.00	8148825.50	4190794.00	2808532.50	5837843.50	5469957.00	9047294.00	9931509.00	10057603.00	9648426.00
432	627.114983	6.615980353	5130418.00	1872143.63	1213075.25	1416260.75	2038858.88	2316297.75	2259252.75	8111912.50	6182353.00	2274617.25	2795247.00	3652608.25	4085965.50	5971577.50	7472351.00	6226920.50	6756860.50
433	829.1819152	7.046243688	3269273.25	1824019.25	1023814.69	1163211.75	1207495.75	2270208.50	2634783.75	10562772.00	7094367.50	3266448.75	1816960.50	3989002.50	4017971.25	6305851.50	7188433.00	7437583.50	8003728.00
434	563.1021594	6.500608206	4145560.75	1486567.88	921470.88	1097547.00	1079126.13	1632571.75	1387285.63	7084241.00	6314697.50	1647118.50	864574.19	3132433.75	3271051.50	5022306.00	4877266.50	6271762.50	7635618.00
435	509.1179743	6.362795769	2415542.75	1211215.00	878913.94	960863.81	1135430.00	1691734.25	1771763.00	6827316.00	6610181.50	1923280.88	1389968.13	3119704.25	3278977.50	5437910.50	7902529.50	7780480.50	7778119.50
437	893.1942456	7.106198955	2916604.50	1839379.50	881978.00	1093408.63	1191633.25	2220148.75	2307573.75	10465061.00	5609413.00	3162903.50	1734627.13	4241845.00	3691084.00	6540393.00	7349929.00	6695050.50	7093408.50
438	691.1276694	6.726305474	4450726.00	1753479.38	1001217.63	1170321.25	1842770.50	1929436.75	2110485.50	8512343.00	5205403.50	1549683.75	2664332.25	3532775.75	3390253.00	6298177.00	6277267.50	6240001.50	6724561.50
440	755.1402524	6.971698316	3536604.25	1470346.50	871276.25	1013207.75	1316790.00	1569269.25	1712568.13	6821163.00	4320635.50	1298270.63	1892747.38	3062880.50	3142176.50	4893631.00	4949411.50	4912523.50	5149854.50
441	819.1530883	7.058117091	3109532.50	1291694.00	777563.19	976871.50	1231678.88	1645569.50	1617960.88	6615874.50	4602220.00	1215682.63	1647461.25	2686237.50	3119068.75	4348169.00	5080905.50	4713878.00	5018572.50
442	355.1590326	8.390092047	516042.28	101172.05	188097.05	116301.74	217004.81	182041.55	164711.69	152317.77	115552.00	121820.38	205577.28	118074.28	185264.86	176610.69	171291.47	103392.69	144512.89
443	499.9853101	5.163295706	3521674.00	1369067.38	1099986.00	1106355.13	1275097.88	1414159.88	1846385.13	883564.75	2661178.25	575567.94	908218.44	906094.81	792438.19	612593.50	1425263.88	1410336.00	1141100.50
445	957.206438	7.163373838	2176837.75	1257277.63	817956.06	836675.63	895482.44	1481886.88	1748511.00	6845970.00	4708004.50	2508825.50	1245142.88	3182363.50	2450586.25	4904309.50	5076264.00	4652562.00	5148562.00
446	883.1653261	7.115065809	2791291.75	1137388.63	720310.38	880173.38	1165664.88	1370921.25	1333013.25	6423648.00	3594916.25	1259963.38	1672073.38	2681278.75	2601538.75	4519925.00	4748458.50	4463004.00	4625674.00
447	901.1119868	7.052981353	2027168.50	544611.75	431705.56	501194.91	660278.06	675888.38	845971.44	2163545.00	1884376.88	499903.97	887014.25	1177850.75	1213559.50	2023220.25	2225454.25	1805172.25	2222972.75
448	837.0993214	6.980785426	2125737.25	544992.50	439375.69	410007.31	586220.94	493253.56	710926.63	1875492.25	1490516.50	543316.88	791464.25	1107096.25	1203511.38	1943749.38	1865389.75	1479791.00	2038216.25
451	947.1775162	7.159530691	2171550.25	947935.88	612447.44	718771.81	862764.75	1181508.88	1117950.63	5241848.00	3670877.00	1089183.00	1203673.88	2198199.50	2156901.25	3915483.00	4201999.00	3374569.25	3717986.25
452	965.1242447	7.111723363	1695621.63	467635.19	373514.72	389014.75	584003.38	514287.19	618796.75	1795861.38	1271813.63	377487.06	933430.38	1076052.75	971738.56	1751475.88	1907081.13	1434137.75	1969502.63
453	654.134026	6.614955491	1427348.38	1579159.88	1196476.38	1158037.38	1847289.50	2687329.25	2283255.75	8216504.50	6527139.00	2473701.50	1897618.63	3994654.50	5276349.00	6379152.00	8525331.00	8988134.00	8822559.00
454	773.0869588	6.861985077	1692126.13	481310.09	367259.84	450050.47	534108.31	492685.06	696521.50	1729037.00	1276067.63	467693.78	776889.63	968928.69	924168.25	1680044.75	1431386.50	1347552.88	1619522.88
458	1021.218826	7.240948463	1666740.88	1269525.38	644861.31	770505.94	860034.69	1419831.63	1894770.75	5019234.00	3718237.50	1981264.00	1759933.88	2404571.00	2423293.00	3243122.25	4241972.50	3757201.25	3631772.00
459	1029.137139	7.165264759	1498302.25	422626.53	319579.78	346118.03	499886.84	458171.31	603338.56	1483348.38	1300899.00	311321.03	796774.88	980701.81	838588.63	1711250.00	1632051.38	1319029.50	1700823.88
461	718.1466246	6.715659197	1184884.13	1233741.00	955947.88	997490.06	1481904.63	2417158.00	2340893.00	7957764.50	5123069.00	1650968.25	1640439.13	3613059.50	4504863.50	6430372.00	7206168.50	7803997.50	7684733.50
464	590.1212976	6.499275637	1080872.00	1222279.00	549809.75	677940.38	950463.19	2169707.00	1648637.88	7726402.50	3861720.75	1530858.75	604208.94	3302421.50	4166504.00	5373186.50	6227492.00	6604811.50	7087685.50
465	993.1189733	7.111107359	1895721.38	1149115.50	867805.31	902154.94	1158659.25	1436899.38	1579238.25	3909140.00	2742785.00	1399733.63	1605121.00	2662649.25	2601350.75	3444074.25	4076519.50	3453586.50	4025687.50
466	782.159129	6.953833041	931503.44	826198.69	747244.19	639492.75	1090061.88	1869597.13	1481128.50	6101624.50	3827747.75	1244388.25	1020570.31	2590654.50	3654537.25	4769611.50	5308316.00	6171252.00	6401206.50
467	929.1069715	7.047607052	1237548.13	968199.75	800406.06	781082.50	803519.88	1386114.75	1690838.88	3218613.25	3049743.25	1309611.75	1168291.50	2148542.25	2268387.50	2749900.00	3199677.00	3160522.75	3580223.00
469	876.9275269	5.163547	3325448.25	515895.13	449436.78	378523.97	1031846.94	1003547.38	3121863.75	5248654.00	3859750.75	1239672.88	3129071.00	2484995.25	2195131.50	4166395.25	5041474.50	3974817.75	6467498.00
