ID	mz	rt	Control	17_WT_D	32_WT_ND	14_WT_ND	3_AN2_ND	33_AN2_ND	2_WT_ND	36_AN2_D	26_WT_ND	35_WT_D	6_AN2_D	18_AN2_D	27_AN2_ND	24_AN2_D	15_AN2_ND	8_WT_ND	5_WT_D
1340	367.2319202	10.20674938	9604.58	44319.02	380853.81	158217.42	56771.45	132448.94	232093.89	246482.78	268178.66	648400.88	108825.86	45401.58	44340.07	131510.86	76820.26	88603.03	59116.07
1341	311.1692514	7.106654803	952388.00	266163.97	43053272.00	331190.91	8531853.00	21310196.00	59560820.00	17958384.00	39001848.00	230268256.00	20974490.00	4420940.50	3701948.25	15721676.00	15040682.00	9854571.00	46556404.00
1342	293.1797902	7.539350671	9479.66	7084191.50	12340563.00	14452646.00	14113.50	8963995.00	85693.34	16389209.00	11796581.00	88244056.00	38912.06	3086384.00	30368.60	61006.39	45037.11	3641925.50	38030.88
1343	349.2424686	10.19770097	28402.53	7831.41	84279.04	51765.32	17068.19	35416.76	38588.80	59113.88	82626.28	117242.63	36581.96	0.00	15017.52	21029.10	14032.90	16994.77	30777.56
1344	341.1962913	10.21088906	36972.89	33699.86	325779.38	129725.83	132914.75	133438.44	287011.56	154484.64	211612.25	709556.88	301246.03	44917.87	61265.85	237220.81	109759.52	44370.97	129637.77
1345	409.2789792	10.20792082	0.00	12775.13	216335.94	60660.89	7598.83	46701.86	46578.08	126083.23	84471.36	201910.83	11126.99	23624.25	6311.95	16309.30	10463.41	13333.28	19087.48
1346	451.3265195	10.1999993	0.00	61273.40	245456.92	161159.45	11117.01	103307.81	108012.53	343275.75	165539.72	516695.44	32038.63	61588.89	26446.28	71357.54	35441.48	26715.04	36166.72
1347	500.2351637	7.218293119	0.00	107649.92	9063.25	45176.29	83839.17	9504.32	18268.75	160680.09	38519.64	31024.77	141411.55	55195.82	12464.36	101829.49	15540.02	49068.96	159894.75
1349	353.2163328	8.454985075	0.00	95346.20	214138.84	172650.25	15143.97	120036.43	239759.23	246081.92	281598.94	853459.88	37498.69	66934.91	60632.95	136203.13	129374.66	114533.46	87429.73
1351	341.19628	8.522662924	8941.26	187312.48	175212.16	492761.78	14635.90	415944.16	131499.86	1181682.63	1511875.25	754994.50	42987.10	282303.56	94758.86	124043.95	396810.69	526521.50	41482.81
1352	465.3417705	10.20325915	0.00	148064.88	263259.13	265635.19	6007.35	128296.43	140966.91	765350.75	286836.44	932693.88	7796.24	83617.95	23727.92	131053.70	66703.71	76263.37	36564.54
1353	455.1885396	8.63001206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8792.03	0.00	0.00	0.00
1354	437.3106177	10.20003977	0.00	15308.49	100226.20	19726.83	0.00	24408.99	36774.83	203492.31	93484.91	147297.11	9693.13	11633.07	4277.47	12139.15	22073.62	16128.43	9552.28
1355	393.2479182	10.21395679	0.00	0.00	75595.99	19956.88	0.00	15393.35	15728.54	33587.95	33679.76	86408.85	0.00	0.00	0.00	0.00	0.00	0.00	7076.41
1356	419.2121752	8.406602433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8519.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1357	367.2318373	8.546158518	0.00	112266.48	253212.02	231240.83	0.00	260201.86	182289.77	425979.97	538730.38	772271.69	11511.33	63283.02	29906.97	81609.38	133733.86	152123.14	19955.96
1358	379.2320093	10.21358994	0.00	0.00	61810.00	16116.45	0.00	12404.73	27252.08	10275.35	15423.98	83392.41	4520.61	0.00	0.00	0.00	9071.18	0.00	5845.75
1359	322.1666499	5.96697469	3085.61	0.00	43396.07	28788.24	45063.63	183750.55	96551.46	0.00	303472.34	26738.47	53684.80	100468.73	46149.92	387672.16	77833.18	441013.72	32847.62
1360	423.2949006	10.22069414	0.00	10736.48	73240.26	23768.26	0.00	33939.84	11631.32	103115.45	67992.23	98452.32	7904.36	10418.36	0.00	12411.63	10633.58	9650.24	5733.86
1361	323.2067765	10.23107093	0.00	0.00	28422.29	20761.54	0.00	20089.44	21542.07	10950.92	26155.48	51798.36	0.00	0.00	0.00	9236.14	0.00	0.00	4813.76
1362	383.2431275	10.19729869	0.00	0.00	17215.77	0.00	0.00	0.00	8051.49	13058.71	0.00	15010.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1363	355.2119522	10.18811277	0.00	3037.63	42245.39	23596.49	10449.31	7933.26	32634.35	12888.58	38163.31	63429.09	8333.25	2617.16	0.00	10787.88	7005.02	0.00	6748.70
1364	407.2630612	10.22719762	0.00	0.00	16642.70	0.00	0.00	2597.48	0.00	14039.62	17003.92	41524.20	0.00	7793.02	0.00	0.00	0.00	0.00	0.00
1365	214.880198	0.457751141	11297.14	1910620.13	21152488.00	11522480.00	12948883.00	5232402.00	28206150.00	4629768.00	15274035.00	8259397.50	4698486.50	8996237.00	13476317.00	1740745.75	10373167.00	7478965.50	3072249.50
1367	439.1262584	8.499638644	0.00	15937.27	20692.40	59393.95	0.00	54056.92	31279.02	143708.53	195962.80	85038.00	0.00	15972.10	12674.94	0.00	61703.79	18998.52	0.00
1368	479.3574549	10.20172188	0.00	104243.13	60653.80	130699.91	2395.68	69956.16	74323.85	262464.31	84961.98	419722.13	0.00	27805.64	13634.16	71635.70	35769.84	47483.96	9572.39
1370	183.0122923	10.20736359	27749.31	14320.83	100114.41	78876.02	36540.47	45365.93	53721.13	41622.81	49367.39	117786.73	59085.11	16080.27	29822.91	51804.71	22723.40	35368.58	42666.54
1371	365.2167815	10.204513	0.00	0.00	21837.56	12841.69	0.00	14047.46	22355.52	11095.17	10769.14	70769.05	7729.73	0.00	0.00	8085.57	0.00	0.00	0.00
1372	457.1860949	8.693288625	0.00	0.00	0.00	0.00	0.00	0.00	7531.32	0.00	0.00	0.00	0.00	0.00	0.00	4563.59	0.00	0.00	0.00
1373	457.2275611	8.074017968	103807.64	173600.03	349496.53	440796.97	1137054.13	1176204.25	432961.16	729528.31	886926.81	216089.09	1801575.63	336365.56	1003505.75	1372936.50	2999078.00	1201145.13	1390259.63
1374	397.2588446	10.1982259	0.00	0.00	12789.79	0.00	0.00	0.00	0.00	0.00	6457.87	15231.49	0.00	2790.43	0.00	0.00	0.00	0.00	0.00
1375	412.2172866	8.454782753	0.00	98771.70	37539.54	151305.41	0.00	70657.36	37027.34	168595.67	272098.16	120953.34	0.00	77738.50	0.00	33686.59	48838.61	116787.75	0.00
1376	313.165095	7.091028162	54405.76	23644.91	1750860.63	34796.87	342493.28	826309.50	2279722.50	693104.13	1471348.13	9079253.00	781628.38	185502.80	357800.94	610616.19	635962.06	374079.84	1907283.25
1377	369.2276174	10.21248946	0.00	0.00	5504.95	12120.20	0.00	0.00	11368.05	18719.92	15524.20	22611.63	7234.21	0.00	0.00	0.00	0.00	0.00	0.00
1378	295.1753803	7.578112356	0.00	285231.38	173596.98	568761.19	0.00	394685.53	0.00	630383.94	479705.56	3528967.25	0.00	118988.56	34551.41	23615.89	59253.16	146533.61	0.00
1379	423.2226042	7.891208017	0.00	0.00	61581.17	15154.21	0.00	174679.97	65316.76	203302.33	198578.80	128585.28	41202.12	107244.24	147067.73	255342.67	180577.39	126810.38	0.00
1380	249.1498846	6.796069094	159414.64	180246.69	188940.88	218711.91	167954.50	201173.22	245626.48	327806.00	267595.72	216665.34	177356.63	195362.53	183155.44	259218.20	201341.09	321712.69	343401.13
1381	439.1258191	10.22095222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8382.10
1382	213.0560975	4.827615935	2189.28	0.00	0.00	0.00	0.00	4624.50	9257.75	16372.10	9691.82	13681.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1383	407.1883769	10.23011391	67773.84	13748.63	134483.53	17444.78	138728.91	49425.76	201454.59	73813.09	118106.89	301311.22	305754.38	16526.23	27521.21	138433.63	115702.52	16437.80	156834.31
1384	307.1954584	8.529812	33433.81	238610.06	75595.28	427012.63	27296.05	222004.05	173291.44	1012733.75	923096.44	510702.59	88270.55	220703.52	126364.50	210535.66	240014.53	733637.31	73572.00
1385	679.4088098	8.517207314	0.00	0.00	0.00	0.00	0.00	15128.82	0.00	11330.94	19034.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1386	405.2691337	10.23139829	0.00	0.00	0.00	0.00	10285.74	0.00	8955.75	0.00	0.00	78382.38	13916.34	0.00	2192.31	11398.95	0.00	0.00	12144.30
1387	701.3912429	10.2202655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1388	351.2375726	10.20709867	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1389	493.3734145	10.20018188	0.00	17875.86	17559.34	68972.53	0.00	37561.48	28067.14	60488.81	40191.61	123649.56	8706.88	9002.80	9415.26	16949.03	10276.28	7748.72	5970.09
1390	425.1105791	7.556242152	0.00	50386.13	173095.28	150838.19	0.00	101321.89	25509.79	117570.70	211936.08	361897.09	8318.32	34721.61	27330.56	32456.30	112685.91	71129.80	11266.66
1391	277.1449092	6.027240397	187480.17	124456.38	148569.70	126255.28	171575.78	170280.98	184140.19	0.00	195451.08	204699.86	211472.33	158930.16	178404.34	230411.88	196285.91	183206.77	197814.09
1392	421.2798298	10.21003767	0.00	0.00	14121.28	0.00	0.00	0.00	0.00	11233.18	0.00	10176.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1394	449.3100728	10.2112959	0.00	0.00	16063.06	12787.60	0.00	0.00	0.00	14072.10	12652.80	17569.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1395	463.3270834	10.20664936	0.00	9766.94	26039.29	0.00	0.00	12297.51	7639.04	40591.20	13567.68	74467.38	0.00	6128.70	0.00	0.00	0.00	0.00	0.00
1396	137.024691	3.490470988	909719.69	1260188.25	714030.06	1122559.38	1444185.38	794531.00	1664100.50	997724.00	1152289.13	1035384.13	1229409.13	1281035.75	906847.50	908851.06	1167494.50	1167556.13	800322.50
1398	335.2265251	10.21227	5365.83	9499.77	5907.80	16787.70	0.00	15445.07	12450.73	13324.43	7187.70	19063.66	7360.02	2630.89	0.00	0.00	0.00	4027.70	31275.50
1399	407.1883809	8.500559688	0.00	76470.73	76883.18	168640.98	8959.90	195923.17	78775.20	400826.78	490363.03	220991.00	10024.09	68143.22	40409.78	56693.20	201468.38	40805.05	11698.61
1402	379.156591	7.042401166	45836.87	270885.22	1027792.06	944342.13	277400.34	462423.97	1243841.13	420612.16	882047.75	3691276.00	759711.31	137482.31	229659.31	921442.06	1024577.50	218260.69	1039483.75
1405	701.3911291	8.540962989	0.00	0.00	0.00	0.00	0.00	11640.42	0.00	37851.81	55635.93	27636.93	0.00	0.00	5661.84	0.00	0.00	0.00	0.00
1406	317.1399725	5.964345435	22745.02	34612.65	38125.20	23699.20	34431.20	44849.49	45970.42	91895.70	82257.28	51443.38	53392.02	40089.31	55196.93	103951.88	65002.43	92286.41	76313.73
1408	337.1850828	7.394427322	0.00	60550.06	77027.66	93535.50	22533.77	56159.54	78044.92	110781.47	158379.09	720909.56	44815.80	36029.61	24981.27	109652.34	98558.52	76645.34	65890.13
1409	481.1733475	10.2262325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1410	180.066871	5.077908103	42837.40	46257.86	20706.78	48002.57	46556.96	43745.48	37650.03	61702.91	73682.28	38457.34	39823.72	29495.43	51275.01	57111.38	92022.78	40062.52	60221.27
1412	679.4091859	10.22544117	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1413	365.216475	8.421267108	0.00	0.00	15483.07	12237.66	0.00	14873.86	15029.51	12143.24	16618.51	66873.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1414	411.2741776	10.2217084	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1415	435.2932943	10.25478725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1416	673.3594774	7.487086927	0.00	0.00	10702.60	42921.59	0.00	13868.86	0.00	13131.51	86607.52	218263.23	0.00	0.00	0.00	0.00	0.00	12545.15	0.00
1417	451.3264739	8.520207511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17519.07	8314.51	18017.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1418	333.1359056	6.350964059	152653.80	101043.49	1816132.63	19746.07	8199569.50	1783508.50	3334540.75	7565060.50	6371262.50	7269422.50	7804847.50	6464721.50	7778768.00	8135145.50	7046537.00	46747.28	7939377.00
1419	396.2190617	8.005959553	0.00	0.00	0.00	0.00	0.00	13623.39	9688.72	93046.88	8723.59	0.00	10097.40	0.00	16827.37	34218.69	8152.60	16472.47	0.00
1420	519.2650503	8.42603675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9694.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1421	245.1398127	3.730446025	18562.99	22861.42	20449.12	20018.80	35191.27	28906.05	78816.91	51941.64	57027.07	83500.21	1519178.00	102587.54	52537.77	189435.83	25418.73	70248.05	410032.00
1422	495.1885986	10.2281695	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1423	351.1995345	10.1909583	0.00	0.00	4921.93	0.00	0.00	0.00	7507.47	0.00	0.00	37218.54	2884.42	0.00	0.00	0.00	0.00	0.00	0.00
1424	1031.339436	6.916934503	20297.82	129436.68	264800.41	240669.97	19022.10	270822.06	546089.81	967687.06	1312222.75	2016816.75	50138.22	149705.39	130220.99	824149.38	555199.00	536827.38	352317.50
1426	483.2241808	8.071267726	13821.89	72004.47	124034.30	164701.61	109987.34	193821.23	126921.98	150005.72	169200.73	72973.09	133924.67	70042.88	116599.69	241927.48	258173.14	333516.84	193974.89
1427	479.3585683	8.483719342	0.00	0.00	15175.08	0.00	0.00	0.00	8466.73	19239.78	17627.27	68107.07	0.00	0.00	0.00	11733.17	0.00	0.00	0.00
1428	651.3772969	7.426101167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12276.12	15282.74	116248.34	0.00	0.00	0.00	0.00	8580.77	8595.20	0.00
1429	785.4086422	8.519461643	0.00	1182054.38	1490208.25	2062123.50	0.00	1135599.13	0.00	2727915.25	1375506.75	2012218.38	0.00	39425.07	910243.63	1638224.88	0.00	97256.15	0.00
1430	967.3268554	6.8567463	20590.37	263211.38	343974.44	398922.88	16622.57	291718.59	356713.94	585741.19	1049504.75	1738237.63	27164.55	139272.11	149296.66	808307.94	749935.94	496053.59	286570.41
1432	209.9492334	0.400385934	0.00	312338.16	726599744.00	401383808.00	115041496.00	784369280.00	11359256.00	612294.63	4850296.00	14106932.00	1135274.63	10474790.00	176417072.00	1215501.38	67048628.00	138185104.00	59217160.00
1436	1025.690825	8.5128386	0.00	0.00	0.00	23406.07	0.00	17022.14	0.00	61416.89	48557.25	43228.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1438	477.342542	10.20776333	0.00	0.00	0.00	0.00	0.00	0.00	10199.84	40783.02	6037.35	43354.87	0.00	0.00	0.00	0.00	3416.12	0.00	0.00
1439	381.2327938	9.202602176	37466.66	19352.29	32510.28	38403.29	27792.18	25135.60	68888.91	46597.56	46222.37	107473.51	61787.80	24679.63	42255.25	108745.63	50377.68	37895.35	159356.84
1440	557.1529543	8.064000805	0.00	14229.50	14146.02	40597.11	10959.24	45060.70	0.00	9514.94	13926.98	0.00	34782.86	0.00	13085.20	35748.96	36765.30	48072.64	17966.18
1442	236.8173722	10.19939584	24188.85	9413.20	0.00	3833.21	7839.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1443	785.4088637	10.237226	0.00	438519.50	631047.00	1136323.50	0.00	407069.47	0.00	426392.34	276042.47	562700.31	0.00	4702.42	228245.61	455202.81	0.00	223277.63	0.00
1444	564.3456537	8.724880494	31591.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1445	1095.351432	7.004260677	11840.69	72327.22	257716.61	132602.92	34072.77	200232.00	443904.31	411156.03	743448.25	1448432.75	94081.67	80945.45	106381.81	435909.47	565108.94	145195.41	1108934.88
1448	315.2546163	5.994047985	198141.30	238042.13	284130.75	273610.16	232143.89	386926.28	309678.19	216046.09	383704.91	492378.91	381754.13	377672.44	313153.34	537985.50	261654.88	256732.52	1120764.50
1449	351.2001825	8.467402671	0.00	0.00	12430.83	13346.74	0.00	12425.45	11248.64	9505.75	13199.75	62859.60	6313.88	0.00	0.00	12293.75	0.00	8719.00	7651.29
1450	455.1214937	8.53655018	0.00	0.00	6541.52	12558.29	0.00	0.00	0.00	14700.58	44127.26	19688.65	0.00	0.00	0.00	0.00	8542.42	0.00	0.00
1451	715.4073153	10.1970685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1452	475.1759647	10.23413461	29238.28	0.00	46407.69	0.00	46116.24	0.00	53501.71	17084.73	21553.06	80717.22	120187.85	0.00	14794.77	45223.47	30564.98	0.00	62895.93
1453	236.1056982	5.250225215	178591.47	102673.20	72526.41	111370.82	128221.87	149316.64	180853.83	240516.17	258616.42	132791.16	149727.28	117377.59	155168.58	192867.95	187340.91	256379.67	365331.28
1456	379.2315766	8.50133489	0.00	0.00	0.00	17999.54	0.00	12537.79	10062.06	10886.02	21980.66	41466.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1457	393.105441	7.569759793	0.00	12295.44	15899.28	34618.66	0.00	19683.19	0.00	34633.32	25779.53	102107.13	0.00	9899.30	0.00	0.00	7701.18	11239.07	0.00
1458	355.211977	8.411240533	0.00	0.00	11978.70	0.00	0.00	12856.87	12214.52	11650.95	13047.76	41173.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1459	451.228427	8.550615956	0.00	0.00	0.00	0.00	0.00	15063.67	0.00	14204.89	22237.22	16423.70	0.00	0.00	0.00	0.00	0.00	13671.84	0.00
1460	453.3214766	10.20443275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6451.59	3662.60	5707.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1461	526.1352417	10.2205851	0.00	0.00	8242.40	0.00	0.00	0.00	14618.07	0.00	0.00	24527.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1462	1159.3639	7.053867679	10145.81	24892.12	131210.16	38151.91	41197.15	43808.83	166643.41	89442.48	189779.86	449113.22	65735.48	19708.35	51928.41	261144.45	267351.31	76002.55	719980.50
1466	323.1692249	6.853794106	8459.47	160380.66	380935.56	287871.81	61314.07	187538.84	369673.47	251815.69	466996.63	4890151.50	136313.59	81928.66	60772.62	233223.73	258241.23	169013.52	317450.13
1467	308.916765	0.363144093	153187.55	282490.19	200098.13	1278304.25	586542.94	225011.78	903972.44	1397962.50	696361.88	501414.00	360734.44	61908.50	1063458.38	360244.19	967176.88	967563.31	539915.13
1469	467.1570892	10.2262325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1470	196.0254168	3.643894725	87883.55	59485.62	95762.26	155641.02	125339.55	245995.31	216690.45	253454.48	339227.69	169242.75	129943.17	319238.81	429256.72	278670.13	313347.78	268857.13	183739.56
1471	455.1901025	7.39902725	0.00	33538.64	12299.06	33964.27	0.00	12322.57	34612.96	0.00	16713.03	0.00	20706.36	6418.33	5624.30	7932.35	0.00	15161.13	20230.13
1475	743.4417628	10.24310889	0.00	74662.66	111612.76	116932.81	0.00	95973.28	0.00	80341.16	62701.80	115267.50	0.00	0.00	110225.83	134301.28	0.00	17693.78	0.00
1481	465.3417367	8.43131967	0.00	0.00	0.00	13648.61	0.00	0.00	0.00	17316.35	0.00	16178.53	8681.30	0.00	0.00	0.00	0.00	0.00	0.00
1487	323.169245	7.040697444	9042.58	44849.14	208011.83	100395.05	52518.76	102087.15	369673.47	141797.91	231877.48	1384974.25	134398.80	28131.81	43308.92	154389.09	152809.36	63277.32	317450.13
1489	337.1851168	7.598226329	0.00	11917.32	73508.16	41803.37	22533.77	42874.15	82516.10	84310.88	138196.64	499138.19	44815.80	23126.58	20086.68	77356.48	92993.79	33086.83	67263.49
1490	526.1351007	8.51745835	0.00	0.00	0.00	11226.69	0.00	0.00	0.00	12534.63	21753.50	13084.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1492	809.4091006	8.498246943	0.00	1273653.00	1613739.25	1928637.25	0.00	1322704.88	0.00	1157186.63	717145.13	942931.25	0.00	1684992.88	489273.72	1463228.75	0.00	876043.94	0.00
1494	369.1746734	8.082531026	187209.86	108322.66	337712.84	283132.94	763568.94	1248451.63	1109382.00	684968.06	901333.06	340938.31	3497611.00	700517.81	1398526.00	1767318.13	4889835.50	1380374.75	4898358.50
1497	1049.689844	8.531036967	0.00	0.00	12600.03	23405.80	0.00	20312.56	0.00	44724.82	40864.40	16165.21	10612.44	0.00	0.00	0.00	0.00	0.00	0.00
1501	400.9103012	0.354430192	132856.14	1450671.00	164373.64	717427.50	2703762.75	1820.34	3300645.25	2344673.00	3072646.00	1953322.63	2627425.00	720469.88	1876734.63	2034531.13	2396242.00	839888.88	878863.31
1509	693.4250641	10.23590675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1511	421.1357651	10.2204375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1512	277.1448133	8.464779569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8466.47	8824.88	0.00	0.00	0.00	0.00	0.00	0.00
1515	299.1491459	6.379593079	51989.26	364845.94	1482288.75	878955.00	174512.08	664017.00	938504.25	402921.72	1286950.88	6548627.50	339688.50	207741.91	178841.89	436560.53	556900.94	441202.47	658390.25
1517	591.3588298	9.77607604	0.00	0.00	0.00	0.00	0.00	4509.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2856.94	0.00	0.00
1519	428.2075797	7.511270833	0.00	52447.02	0.00	15048.14	26944.54	35900.64	0.00	55782.28	31376.04	0.00	27322.73	21202.70	21762.73	0.00	6896.43	49442.87	24375.84
1520	903.7619385	9.201696475	0.00	0.00	6583.76	0.00	0.00	0.00	5345.83	4019.42	0.00	11179.50	0.00	0.00	0.00	8318.91	9544.33	0.00	9293.60
1521	564.3459591	7.551443367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1522	641.3551688	7.51977068	0.00	9268.81	14971.47	30208.77	0.00	0.00	0.00	13872.64	14547.63	96698.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1523	239.129276	5.426879662	286212.72	207172.69	152650.45	205063.83	166222.39	187030.08	193439.38	216981.53	189067.84	149266.97	185521.59	180399.58	171714.08	171821.30	257029.58	224261.09	252939.19
1524	455.1210744	10.2434334	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7330.25	0.00	0.00	0.00	0.00
1528	369.2277229	8.550181508	0.00	0.00	9326.29	15795.50	0.00	15187.97	10577.70	15815.70	23271.64	41197.08	0.00	0.00	0.00	0.00	0.00	11179.84	0.00
1536	365.2375352	10.23309933	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13415.11	0.00	8459.29	0.00	0.00	7432.91	0.00	0.00	9994.71
1537	507.3894724	10.20625433	0.00	17692.55	0.00	12653.52	6477.64	0.00	30379.25	17576.94	15318.76	42936.01	0.00	0.00	0.00	0.00	7883.92	0.00	0.00
1541	537.3295455	6.717951263	7006.61	1237881.13	269341.19	678762.25	811393.56	1810698.75	16838692.00	267268.00	1624807.75	1050302.38	1006007.44	800344.44	633136.38	335514.66	2301545.75	712415.25	553119.13
1542	417.2118115	10.20753587	9447.28	52086.67	16093.29	15448.38	35261.03	11192.91	34975.79	86365.48	71747.73	56849.88	124396.63	16537.80	14960.33	65559.25	63862.29	49387.84	31386.37
1551	231.9319392	8.446110294	299967.84	391255.75	341649.78	249728.28	207711.80	323021.78	255838.00	178715.20	219584.72	263496.00	296228.47	181585.00	219350.41	174317.33	258124.42	244114.45	239384.52
1579	207.0124595	3.065288541	33107.00	1311554.88	1280753.13	1153767.00	2857903.25	1127117.63	2945176.50	2667858.75	7371382.00	2155316.25	2986343.25	1394365.38	1192642.88	2197331.00	4764152.00	3715874.50	1122368.50
1580	809.4093961	10.22878446	0.00	487032.19	631525.44	1153328.50	0.00	476965.22	0.00	185505.19	146916.77	228537.13	0.00	403532.38	125771.24	421866.88	12682.38	296989.91	0.00
1581	327.1807744	10.20494812	55293.90	93536.82	167275.88	178455.02	58641.92	115780.16	71076.25	78053.30	93615.28	176429.50	67141.54	75960.63	89675.45	79671.79	69951.47	68120.80	59302.78
1582	321.0059505	3.685612396	2757.06	44190.83	0.00	15735.06	13243.36	9168.12	14890.81	35758.05	57491.19	235662.66	253461.11	26259.90	134645.06	124116.59	21468.52	52670.61	0.00
1584	542.2932123	9.05593175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1586	212.8846981	0.467598941	1877.69	173626.83	1215601.50	731067.69	774817.69	322789.97	1635380.88	254358.34	899726.56	656847.19	323971.69	511189.44	932079.81	82924.59	733331.63	563892.00	222225.66
1587	437.1319351	8.5070071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1591	793.281307	6.536710767	165024.83	47396.30	8049.66	0.00	2116325.50	8222.85	117373.83	262538.25	74818.11	46391.71	4106791.75	40784.02	110137.55	284283.44	151975.64	50777.15	7403347.50
1592	441.1227049	8.509882586	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11601.28	11893.79	0.00	0.00	0.00	0.00	0.00	0.00	7855.73
1599	666.0618017	9.002549444	12167.61	220781.14	18742.57	85198.02	336536.91	103911.58	50320.46	1460338.75	1270866.38	149610.50	144805.98	96624.63	342367.69	323021.34	1152555.75	216026.55	875654.19
1609	747.4203186	7.7089891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1615	645.329137	7.178773044	0.00	0.00	39920.29	9191.66	18688.93	9434.26	70479.68	0.00	37623.15	443697.19	44983.25	28663.51	11651.58	19447.02	19128.44	10539.03	49783.91
1624	350.1261611	6.414825148	9756.54	30969.29	832544.06	21416.74	2389985.00	1231994.75	1357656.75	3066260.75	2418542.75	2308673.25	1354185.88	2333577.75	3278166.00	2344860.00	2954372.25	29807.30	2886598.00
1625	619.3728163	7.511045417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23234.03	0.00	0.00	0.00	0.00	0.00	0.00	5221.52
1633	517.1269436	6.362329587	476078.88	264015.69	194472.36	172328.39	290918.78	402965.59	546996.38	1154153.25	1262049.13	509312.00	448270.16	635255.94	605236.69	940159.81	1625798.75	1509357.00	1845709.50
